date;Heat Flux;T1;T2;U;Analysis period (0=no, 1 = yes);U24;U2/3s;U2/3e;
2019-02-27 22:10:28;41.2459945678711;21.25;7.3125;;0;0;0;0;
2019-02-27 22:20:28;42.1591911315918;21.25;7.5625;;0;0;0;0;
2019-02-27 22:30:28;40.3328018188477;21.25;7.25;;0;0;0;0;
2019-02-27 22:40:28;41.2459945678711;21.1875;7.375;;0;0;0;0;
2019-02-27 22:50:28;41.3474617004395;21.125;7.25;;0;0;0;0;
2019-02-27 23:00:28;41.0430641174316;21.125;7.25;;0;0;0;0;
2019-02-27 23:10:28;44.8987770080566;21.125;7.1875;;0;0;0;0;
2019-02-27 23:20:28;41.2459945678711;21.0625;7;;0;0;0;0;
2019-02-27 23:30:28;43.8841171264648;21.125;6.875;;0;0;0;0;
2019-02-27 23:40:28;41.854793548584;21;6.5;;0;0;0;0;
2019-02-27 23:50:28;43.0723876953125;21.125;6.875;;0;0;0;0;
2019-02-28 00:00:28;42.9709205627441;21;6.75;;0;0;0;0;
2019-02-28 00:10:28;44.5943794250488;21;6.875;;0;0;0;0;
2019-02-28 00:20:28;43.0723876953125;21;6.8125;;0;0;0;0;
2019-02-28 00:30:28;41.1445274353027;21.0625;6.625;;0;0;0;0;
2019-02-28 00:40:28;41.854793548584;21;6.375;;0;0;0;0;
2019-02-28 00:50:28;43.6811828613281;21;6.1875;;0;0;0;0;
2019-02-28 01:00:28;42.4635887145996;21;6;;0;0;0;0;
2019-02-28 01:10:28;42.9709205627441;20.875;6;;0;0;0;0;
2019-02-28 01:20:28;43.275318145752;20.875;6.125;;0;0;0;0;
2019-02-28 01:30:28;44.289981842041;20.875;5.625;;0;0;0;0;
2019-02-28 01:40:28;44.289981842041;20.875;5.375;;0;0;0;0;
2019-02-28 01:50:28;46.1163711547852;20.875;5.3125;;0;0;0;0;
2019-02-28 02:00:28;45.4061088562012;20.875;5.25;;0;0;0;0;
2019-02-28 02:10:28;46.1163711547852;20.75;5.5;;0;0;0;0;
2019-02-28 02:20:28;49.6676864624023;20.75;5.25;;0;0;0;0;
2019-02-28 02:30:28;44.7973098754883;20.75;5;;0;0;0;0;
2019-02-28 02:40:28;46.0149040222168;20.875;4.875;;0;0;0;0;
2019-02-28 02:50:28;48.0442276000977;20.875;5;;0;0;0;0;
2019-02-28 03:00:28;47.3339653015137;20.875;4.8125;;0;0;0;0;
2019-02-28 03:10:28;45.6090393066406;20.75;4.625;;0;0;0;0;
2019-02-28 03:20:28;46.3193054199219;20.6875;4.5;;0;0;0;0;
2019-02-28 03:30:28;46.0149040222168;20.625;4.375;;0;0;0;0;
2019-02-28 03:40:28;46.3193054199219;20.625;4.25;;0;0;0;0;
2019-02-28 03:50:28;49.4647560119629;20.625;4.125;;0;0;0;0;
2019-02-28 04:00:28;46.3193054199219;20.75;3.625;;0;0;0;0;
2019-02-28 04:10:28;48.145694732666;20.6875;3.6875;;0;0;0;0;
2019-02-28 04:20:28;46.5222358703613;20.6875;3.5;;0;0;0;0;
2019-02-28 04:30:28;48.2471618652344;20.625;3.6875;;0;0;0;0;
2019-02-28 04:40:28;48.85595703125;20.75;3.625;;0;0;0;0;
2019-02-28 04:50:28;49.6676864624023;20.875;3.5;;0;0;0;0;
2019-02-28 05:00:28;49.7691535949707;20.875;3.375;;0;0;0;0;
2019-02-28 05:10:28;52.2043418884277;20.875;3.3125;;0;0;0;0;
2019-02-28 05:20:28;48.6530265808105;20.8125;3.1875;;0;0;0;0;
2019-02-28 05:30:28;49.7691535949707;20.875;3.1875;;0;0;0;0;
2019-02-28 05:40:28;49.566219329834;20.75;3.1875;;0;0;0;0;
2019-02-28 05:50:28;53.8278007507324;20.8125;3.0625;;0;0;0;0;
2019-02-28 06:00:28;49.7691535949707;20.9375;3;;0;0;0;0;
2019-02-28 06:10:28;55.3497924804688;21;3.125;;0;0;0;0;
2019-02-28 06:20:28;53.2190017700195;21;2.9375;;0;0;0;0;
2019-02-28 06:30:28;51.0882148742676;20.875;2.875;;0;0;0;0;
2019-02-28 06:40:28;52.1028747558594;20.875;2.75;;0;0;0;0;
2019-02-28 06:50:28;50.0735511779785;20.875;2.875;;0;0;0;0;
2019-02-28 07:00:28;51.5955429077148;20.8125;3.125;;0;0;0;0;
2019-02-28 07:10:28;49.4647560119629;20.875;3.5625;;0;0;0;0;
2019-02-28 07:20:28;51.5955429077148;21.125;3.875;;0;0;0;0;
2019-02-28 07:30:28;48.3486251831055;21.1875;4;;0;0;0;0;
2019-02-28 07:40:28;44.3914451599121;20.875;4.5;;0;0;0;0;
2019-02-28 07:50:28;45.000244140625;20.75;4.8125;;0;0;0;0;
2019-02-28 08:00:28;43.9855804443359;20.75;5.4375;;0;0;0;0;
2019-02-28 08:10:28;43.6811828613281;20.875;5.0625;;0;0;0;0;
2019-02-28 08:20:28;44.1885147094727;20.9375;5.6875;;0;0;0;0;
2019-02-28 08:30:28;42.4635887145996;21.0625;6.25;;0;0;0;0;
2019-02-28 08:40:28;41.0430641174316;21.125;7.125;;0;0;0;0;
2019-02-28 08:50:28;39.9269371032715;21.125;7.625;;0;0;0;0;
2019-02-28 09:00:28;37.7961463928223;21.1875;8.1875;;0;0;0;0;
2019-02-28 09:10:28;40.7386665344238;21.25;8.6875;;0;0;0;0;
2019-02-28 09:20:28;38.709342956543;21.4375;9.4375;;0;0;0;0;
2019-02-28 09:30:28;33.9404335021973;21.5;10;;0;0;0;0;
2019-02-28 09:40:28;33.7374992370605;21.625;10.625;;0;0;0;0;
2019-02-28 09:50:28;31.2008457183838;21.75;11.375;;0;0;0;0;
2019-02-28 10:00:28;29.2729873657227;21.875;12;;0;0;0;0;
2019-02-28 10:10:28;26.22900390625;22;12.5;;0;0;0;0;
2019-02-28 10:20:28;24.6055450439453;21.875;13;;0;0;0;0;
2019-02-28 10:30:28;22.1703567504883;21.875;13.625;;0;0;0;0;
2019-02-28 10:40:28;22.3732891082764;22.125;14;;0;0;0;0;
2019-02-28 10:50:28;19.8366355895996;22.125;14.5;;0;0;0;0;
2019-02-28 11:00:28;17.9087772369385;22.25;14.6875;;0;0;0;0;
2019-02-28 11:10:28;16.3867855072021;22.375;15.25;;0;0;0;0;
2019-02-28 11:20:28;17.4014472961426;22.625;15.75;;0;0;0;0;
2019-02-28 11:30:28;13.4442663192749;22.75;16.75;;0;0;0;0;
2019-02-28 11:40:28;11.5164098739624;22.875;17.625;;0;0;0;0;
2019-02-28 11:50:28;9.08122158050537;22.875;17.9375;;0;0;0;0;
2019-02-28 12:00:28;7.66069555282593;22.875;17.875;;0;0;0;0;
2019-02-28 12:10:28;5.73283815383911;22.875;18;;0;0;0;0;
2019-02-28 12:20:28;6.24016904830933;22.875;18.375;;0;0;0;0;
2019-02-28 12:30:28;3.39911651611328;22.625;18.375;0.799792121438419;1;1;1;0;
2019-02-28 12:40:28;3.70351505279541;22.875;19;0.8741700392503;1;1;1;0;
2019-02-28 12:50:28;2.89178562164307;22.875;19.125;0.841635131835938;1;1;1;0;
2019-02-28 13:00:28;2.89178562164307;22.875;19.1875;0.828029096365932;1;1;1;0;
2019-02-28 13:10:28;2.99325180053711;22.875;19.375;0.833020569848233;1;1;1;0;
2019-02-28 13:20:28;2.48592090606689;23.125;20.0625;0.830073469776218;1;1;1;0;
2019-02-28 13:30:28;2.48592090606689;23.125;20.25;0.834051856994629;1;1;1;0;
2019-02-28 13:40:28;2.0800564289093;23.125;20.5;0.830094220951132;1;1;1;0;
2019-02-28 13:50:28;1.06539475917816;23.125;20.625;0.796572534869815;1;1;1;0;
2019-02-28 14:00:28;0.65953004360199;23.1875;20.9375;0.761583865839542;1;1;1;0;
2019-02-28 14:10:28;0.0507330819964409;23.25;21.25;0.71874940330332;1;1;1;0;
2019-02-28 14:20:28;0.862462401390076;23.375;21.3125;0.701735111902345;1;1;1;0;
2019-02-28 14:30:28;-0.456597745418549;23.375;21.375;0.653343099694911;1;1;1;0;
2019-02-28 14:40:28;-0.0507330819964409;23.375;21.5;0.621696553489035;1;1;1;0;
2019-02-28 14:50:28;-0.456597745418549;23.3125;21.625;0.585846299216861;1;1;1;0;
2019-02-28 15:00:28;-0.0507330819964409;23.375;21.625;0.561252833945411;1;1;1;0;
2019-02-28 15:10:28;1.26832699775696;23.25;21.625;0.569104980338703;1;1;1;0;
2019-02-28 15:20:28;0.760996222496033;23.125;21.875;0.570169108962246;1;1;1;0;
2019-02-28 15:30:28;0.760996222496033;23.125;21.75;0.569690227663765;1;1;1;0;
2019-02-28 15:40:28;0.760996222496033;23.125;21.75;0.569238018235074;1;1;1;0;
2019-02-28 15:50:28;0.963928580284119;23;21.6875;0.573515279519426;1;1;1;0;
2019-02-28 16:00:28;1.369793176651;23;21.625;0.584678970608248;1;1;1;0;
2019-02-28 16:10:28;2.38445472717285;22.875;21.5;0.614255974446124;1;1;1;0;
2019-02-28 16:20:28;4.10937976837158;22.875;21.25;0.670759289949354;1;1;1;0;
2019-02-28 16:30:28;5.9357705116272;22.875;21.25;0.756241744907846;1;1;1;0;
2019-02-28 16:40:28;7.3562970161438;22.875;20.875;0.855816842268069;1;1;1;0;
2019-02-28 16:50:28;8.77682304382324;22.75;20.75;0.972236028414922;1;1;1;0;
2019-02-28 17:00:28;10.4002819061279;22.625;20.125;1.09836369346087;1;1;1;0;
2019-02-28 17:10:28;11.8208084106445;22.5625;20;1.23534090176735;1;1;1;0;
2019-02-28 17:20:28;12.7340030670166;22.5;19.625;1.3691463367318;1;1;1;0;
2019-02-28 17:30:28;13.4442663192749;22.4375;19.25;1.49558828445597;1;1;1;0;
2019-02-28 17:40:28;14.9662590026855;22.5;19;1.6248058779111;1;1;1;0;
2019-02-28 17:50:28;14.6618604660034;22.375;18.875;1.73868425879376;1;1;1;0;
2019-02-28 18:00:28;16.2853183746338;22.375;18.5;1.85415415293505;1;1;1;0;
2019-02-28 18:10:28;16.1838531494141;22.25;18.375;1.95811378680412;1;1;1;0;
2019-02-28 18:20:28;17.0970478057861;22.25;18.125;2.05757433467697;1;1;1;0;
2019-02-28 18:30:28;17.4014472961426;22.1875;18;2.15017359443647;1;1;1;0;
2019-02-28 18:40:28;18.0102443695068;22.125;17.8125;2.23826554900231;1;1;1;0;
2019-02-28 18:50:28;18.2131767272949;22.125;17.75;2.31957649601894;1;1;1;0;
2019-02-28 19:00:28;18.6190414428711;22.125;17.5;2.39251468341382;1;1;1;0;
2019-02-28 19:10:28;18.1117095947266;22.0625;17.25;2.45090169828814;1;1;1;0;
2019-02-28 19:20:28;18.8219738006592;22;17.25;2.51187996354326;1;1;1;0;
2019-02-28 19:30:28;19.2278385162354;21.9375;17.125;2.57013119203226;1;1;1;0;
2019-02-28 19:40:28;19.8366355895996;21.875;17.125;2.63005077909124;1;1;1;0;
2019-02-28 19:50:28;19.8366355895996;21.875;16.75;2.67805550091668;1;1;1;0;
2019-02-28 20:00:28;21.4600944519043;22;16.5625;2.72808754200948;1;1;1;0;
2019-02-28 20:10:28;21.4600944519043;21.875;16.375;2.77311361329703;1;1;1;0;
2019-02-28 20:20:28;21.1556949615479;21.9375;16.3125;2.81040845146315;1;1;1;0;
2019-02-28 20:30:28;21.1556949615479;21.875;16.25;2.84498984141994;1;1;1;0;
2019-02-28 20:40:28;20.4454326629639;21.875;16.25;2.8727113066616;1;1;1;0;
2019-02-28 20:50:28;21.4600944519043;21.875;16.4375;2.90795673387809;1;1;1;0;
2019-02-28 21:00:28;20.7498302459717;21.8125;16.1875;2.93359744087791;1;1;1;0;
2019-02-28 21:10:28;20.4454326629639;21.875;16.25;2.95588749842945;1;1;1;0;
2019-02-28 21:20:28;20.4454326629639;21.875;16.0625;2.97374980528769;1;1;1;0;
2019-02-28 21:30:28;20.648365020752;21.875;15.875;2.98861532152094;1;1;1;0;
2019-02-28 21:40:28;20.5468978881836;21.75;16;3.0059025183818;1;1;1;0;
2019-02-28 21:50:28;21.0542297363281;21.75;15.875;3.02284351621504;1;1;1;0;
2019-02-28 22:00:28;20.5468978881836;21.75;15.8125;3.03543976952328;1;1;1;0;
2019-02-28 22:10:28;20.648365020752;21.6875;15.8125;3.04870707497154;1;1;1;0;
2019-02-28 22:20:28;20.9527626037598;21.75;15.875;3.06265540876714;1;1;1;0;
2019-02-28 22:30:28;21.6630268096924;21.75;15.75;3.07732584383365;1;1;1;0;
2019-02-28 22:40:28;21.0542297363281;21.75;15.625;3.08690763668881;1;1;1;0;
2019-02-28 22:50:28;21.8659591674805;21.75;15.5;3.09778910193089;1;1;1;0;
2019-02-28 23:00:28;21.1556949615479;21.6875;15.3125;3.10358488854294;1;1;1;0;
2019-02-28 23:10:28;21.1556949615479;21.625;15.0625;3.10674646901606;1;1;1;0;
2019-02-28 23:20:28;22.6776866912842;21.625;15;3.11493198203971;1;1;1;0;
2019-02-28 23:30:28;21.561559677124;21.5625;14.875;3.11771267029946;1;1;1;0;
2019-02-28 23:40:28;23.4894161224365;21.5;14.8125;3.12751206757021;1;1;1;0;
2019-02-28 23:50:28;23.2864837646484;21.5625;14.75;3.13468222481602;1;1;1;0;
2019-03-01 00:00:28;23.3879508972168;21.625;14.5;3.13840016894274;1;1;1;0;
2019-03-01 00:10:28;23.1850185394287;21.5;14.5;3.14258950752386;1;1;1;0;
2019-03-01 00:20:28;23.3879508972168;21.5;14.375;3.1459414744282;1;1;1;0;
2019-03-01 00:30:28;23.0835514068604;21.5;14.375;3.14813714330259;1;1;1;0;
2019-03-01 00:40:28;24.4026126861572;21.4375;14.0625;3.15193630580887;1;1;1;0;
2019-03-01 00:50:28;25.1128749847412;21.4375;13.875;3.15593116237244;1;1;1;0;
2019-03-01 01:00:28;25.0114097595215;21.375;13.625;3.15762082853328;1;1;1;0;
2019-03-01 01:10:28;25.9246044158936;21.375;13.375;3.15960035959257;1;1;1;0;
2019-03-01 01:20:28;28.4612579345703;21.375;13.125;3.16657140753415;1;1;1;0;
2019-03-01 01:30:28;27.5480632781982;21.375;13;3.16949297837635;1;1;1;0;
2019-03-01 01:40:28;28.3597927093506;21.3125;12.125;3.1673882900482;1;1;1;0;
2019-03-01 01:50:28;29.1715221405029;21.25;11.625;3.16384193320798;1;1;1;0;
2019-03-01 02:00:28;30.7949810028076;21.25;11.375;3.16266483854515;1;1;1;0;
2019-03-01 02:10:28;31.9111080169678;21.125;11.25;3.16440594368063;1;1;1;0;
2019-03-01 02:20:28;31.4037780761719;21.125;11.125;3.16380589658056;1;1;1;0;
2019-03-01 02:30:28;31.5052433013916;21.125;11;3.16251914632576;1;1;1;0;
2019-03-01 02:40:28;32.6213722229004;21.125;11;3.16394744135795;1;1;1;0;
2019-03-01 02:50:28;31.9111080169678;21.125;11;3.16365993849584;1;1;1;0;
2019-03-01 03:00:28;31.9111080169678;21.125;11;3.16338563916702;1;1;1;0;
2019-03-01 03:10:28;32.519905090332;21.125;11;3.16447334983631;1;1;1;0;
2019-03-01 03:20:28;32.6213722229004;21;11.25;3.16830952411977;1;1;1;0;
2019-03-01 03:30:28;31.4037780761719;21;10.8125;3.16645522433038;1;1;1;0;
2019-03-01 03:40:28;32.0125732421875;21;10.5625;3.16430062864193;1;1;1;0;
2019-03-01 03:50:28;32.3169746398926;21;11.8125;3.17091456518052;1;1;1;0;
2019-03-01 04:00:28;30.9979133605957;21;12.625;3.17981537455368;1;1;1;0;
2019-03-01 04:10:28;31.2008457183838;21;12.75;3.18960811753705;1;1;1;0;
2019-03-01 04:20:28;31.7081756591797;20.875;12.9375;3.20201265224768;1;1;1;0;
2019-03-01 04:30:28;30.6935138702393;21.0625;12.5;3.2082680804775;1;1;1;0;
2019-03-01 04:40:28;29.6788520812988;21.25;12.125;3.20902511701879;1;1;1;0;
2019-03-01 04:50:28;30.6935138702393;21.25;12.25;3.21236959280577;1;1;1;0;
2019-03-01 05:00:28;32.7228393554688;21.25;11.25;3.21345524341037;1;1;1;0;
2019-03-01 05:10:28;33.5345687866211;21.1875;10.375;3.21130322113734;1;1;1;0;
2019-03-01 05:20:28;34.2448310852051;21.1875;10.0625;3.20872238288452;1;1;1;0;
2019-03-01 05:30:28;37.2888145446777;21.3125;10;3.21041457273848;1;1;1;0;
2019-03-01 05:40:28;35.0565605163574;21.375;10;3.20796376762776;1;1;1;0;
2019-03-01 05:50:28;37.3902816772461;21.25;9.875;3.20944383149036;1;1;1;0;
2019-03-01 06:00:28;35.9697532653809;21.25;9.625;3.20728074629957;1;1;1;0;
2019-03-01 06:10:28;37.1873474121094;21.1875;10.375;3.21126071550968;1;1;1;0;
2019-03-01 06:20:28;33.7374992370605;21.25;11.375;3.21442588145154;1;1;1;0;
2019-03-01 06:30:28;32.3169746398926;21.25;11.875;3.21778465293432;1;1;1;0;
2019-03-01 06:40:28;32.3169746398926;21.4375;11.9375;3.22043693619579;1;1;1;0;
2019-03-01 06:50:28;31.0993785858154;21.5;12;3.22119262873307;1;1;1;0;
2019-03-01 07:00:28;29.0700550079346;21.375;12.0625;3.21982467542731;1;1;1;0;
2019-03-01 07:10:28;28.6641902923584;21.375;12.1875;3.21848862679545;1;1;1;0;
2019-03-01 07:20:28;28.8671226501465;21.375;11;3.21200102489154;1;1;1;0;
2019-03-01 07:30:28;28.7656574249268;21.375;10.4375;3.20301481873686;1;1;1;0;
2019-03-01 07:40:28;28.4612579345703;21.375;10.5625;3.19443383006141;1;1;1;0;
2019-03-01 07:50:28;26.8378009796143;21.625;10.5;3.18252074438943;1;1;1;0;
2019-03-01 08:00:28;28.1568603515625;21.625;10.6875;3.1735467676067;1;1;1;0;
2019-03-01 08:10:28;28.7656574249268;21.5;11;3.16748546579767;1;1;1;0;
2019-03-01 08:20:28;28.0553951263428;21.5;11.3125;3.1619556643947;1;1;1;0;
2019-03-01 08:30:28;25.8231391906738;21.375;11.25;3.15393602620308;1;1;1;0;
2019-03-01 08:40:28;26.939266204834;21.5;11.5625;3.14830562587627;1;1;1;0;
2019-03-01 08:50:28;26.939266204834;21.625;11.625;3.14256851722232;1;1;1;0;
2019-03-01 09:00:28;25.6202068328857;21.75;11.75;3.13532976617577;1;1;1;0;
2019-03-01 09:10:28;25.4172744750977;21.875;11.875;3.12801939279318;1;1;1;0;
2019-03-01 09:20:28;23.2864837646484;21.75;12;3.11924335955304;1;1;1;0;
2019-03-01 09:30:28;23.2864837646484;21.875;12.25;3.11114083834294;1;1;1;0;
2019-03-01 09:40:28;20.9527626037598;21.9375;12.25;3.10021844640692;1;1;1;0;
2019-03-01 09:50:28;19.7351684570313;22;12.75;3.08970248648368;1;1;1;0;
2019-03-01 10:00:28;21.3586273193359;22.25;12.9375;3.08107753131597;1;1;1;0;
2019-03-01 10:10:28;20.2425003051758;22.375;12.6875;3.07002806604376;1;1;1;0;
2019-03-01 10:20:28;21.4600944519043;22.5;12.75;3.06038975341863;1;1;1;0;
2019-03-01 10:30:28;21.0542297363281;22.375;12.5625;3.05029177032867;1;1;1;0;
2019-03-01 10:40:28;19.8366355895996;22.3125;13;3.04075121613304;1;1;1;0;
2019-03-01 10:50:28;17.9087772369385;22.4375;13.375;3.030116847812;1;1;1;0;
2019-03-01 11:00:28;17.0970478057861;22.5;13.375;3.01860107268664;1;1;1;0;
2019-03-01 11:10:28;7.25483083724976;22.8125;14.25;2.99850031901666;1;1;1;0;
2019-03-01 11:20:28;2.99325180053711;23.0625;14.5625;2.97440229326656;1;1;1;0;
2019-03-01 11:30:28;3.50058269500732;23.375;15;2.95166949187446;1;1;1;0;
2019-03-01 11:40:28;2.28298878669739;23.4375;14.875;2.92747832392762;1;1;1;0;
2019-03-01 11:50:28;3.9064474105835;23.5;15.875;2.90825538571325;1;1;1;0;
2019-03-01 12:00:28;5.73283815383911;23.25;15.125;2.88973114003585;1;1;1;0;
2019-03-01 12:10:28;6.13870286941528;23;15.8125;2.87469872269857;1;1;1;0;
2019-03-01 12:20:28;6.74749994277954;22.5;15.75;2.86178452953697;1;1;1;0;
2019-03-01 12:30:28;7.25483083724976;23;16.125;2.84920020904726;1;1;1;0;
2019-03-01 12:40:28;8.57389068603516;23;16.1875;2.83829577056867;1;1;1;0;
2019-03-01 12:50:28;10.501748085022;22.75;16.25;2.83035058244202;1;1;1;0;
2019-03-01 13:00:28;12.2266731262207;22.625;15.5;2.82246913335536;1;1;1;0;
2019-03-01 13:10:28;15.2706575393677;22.9375;15.5;2.81683118876957;1;1;1;0;
2019-03-01 13:20:28;17.5029125213623;23;15.25;2.81259914506408;1;1;1;0;
2019-03-01 13:30:28;18.3146419525146;22.875;15.25;2.80955947847076;1;1;1;0;
2019-03-01 13:40:28;18.5175743103027;22.8125;15.1875;2.80676001641665;1;1;1;0;
2019-03-01 13:50:28;17.4014472961426;22.75;15.375;2.80360421152525;1;1;1;0;
2019-03-01 14:00:28;15.6765222549438;22.75;15.375;2.79885384391757;1;1;1;0;
2019-03-01 14:10:28;13.0384016036987;22.875;15.625;2.79200990806599;1;1;1;0;
2019-03-01 14:20:28;12.2266731262207;22.875;15.625;2.78449825930385;1;1;1;0;
2019-03-01 14:30:28;11.7193422317505;22.875;16.125;2.77790863493409;1;1;1;0;
2019-03-01 14:40:28;9.28415393829346;22.875;16.125;2.7691477077804;1;1;1;0;
2019-03-01 14:50:28;10.4002819061279;22.875;16.125;2.76152205726926;1;1;1;0;
2019-03-01 15:00:28;9.79148483276367;22.875;16.1875;2.75359134984218;1;1;1;0;
2019-03-01 15:10:28;10.0958833694458;22.75;16.0625;2.74603356547321;1;1;1;0;
2019-03-01 15:20:28;10.0958833694458;22.75;16.125;2.73872163771856;1;1;1;0;
2019-03-01 15:30:28;12.1252069473267;22.75;16.125;2.73331844058896;1;1;1;0;
2019-03-01 15:40:28;13.647198677063;22.75;16.0625;2.72918515033185;1;1;1;0;
2019-03-01 15:50:28;13.8501310348511;22.75;16.125;2.72543201607938;1;1;1;0;
2019-03-01 16:00:28;15.6765222549438;22.6875;16.0625;2.72333349124059;1;1;1;0;
2019-03-01 16:10:28;16.2853183746338;22.625;15.9375;2.72164399649739;1;1;1;0;
2019-03-01 16:20:28;17.0970478057861;22.5625;15.6875;2.72023716198995;1;1;1;0;
