date;Heat Flux;T1;T2;U;Analysis period;U24;U2/3s;U2/3e;
2019-02-21 17:45:24;10.3225383758545;25;14.5;;0;0;0;0;
2019-02-21 17:55:24;10.0472707748413;25.125;14.0625;;0;0;0;0;
2019-02-21 18:05:24;9.03795528411865;25;13.625;;0;0;0;0;
2019-02-21 18:15:24;9.12971115112305;24.75;13.375;;0;0;0;0;
2019-02-21 18:25:24;7.93688488006592;24.625;13.25;;0;0;0;0;
2019-02-21 18:35:24;7.93688488006592;24.5;13.0625;;0;0;0;0;
2019-02-21 18:45:24;7.29459381103516;24.375;12.8125;;0;0;0;0;
2019-02-21 18:55:24;6.92756986618042;24.25;12.5;;0;0;0;0;
2019-02-21 19:05:24;6.56054639816284;24.0625;12.25;;0;0;0;0;
2019-02-21 19:15:24;6.56054639816284;23.9375;12.125;;0;0;0;0;
2019-02-21 19:25:24;6.65230226516724;23.875;12;;0;0;0;0;
2019-02-21 19:35:24;6.10176706314087;23.75;11.8125;;0;0;0;0;
2019-02-21 19:45:24;6.01001119613647;23.6875;11.875;;0;0;0;0;
2019-02-21 19:55:24;5.73474359512329;23.5625;11.5625;;0;0;0;0;
2019-02-21 20:05:24;5.73474359512329;23.5;11.375;;0;0;0;0;
2019-02-21 20:15:24;5.73474359512329;23.375;11.25;;0;0;0;0;
2019-02-21 20:25:24;5.73474359512329;23.375;10.9375;;0;0;0;0;
2019-02-21 20:35:24;5.6429877281189;23.375;11.375;;0;0;0;0;
2019-02-21 20:45:24;5.5512318611145;23.25;11.4375;;0;0;0;0;
2019-02-21 20:55:24;5.6429877281189;23.25;11.5;;0;0;0;0;
2019-02-21 21:05:24;5.36771965026855;23.125;11.8125;;0;0;0;0;
2019-02-21 21:15:24;5.00069618225098;23.125;11.75;;0;0;0;0;
2019-02-21 21:25:24;4.90894031524658;23.125;11.875;;0;0;0;0;
2019-02-21 21:35:24;4.90894031524658;23;11.625;;0;0;0;0;
2019-02-21 21:45:24;5.00069618225098;23;11.5;;0;0;0;0;
2019-02-21 21:55:24;4.6336727142334;22.9375;11.25;;0;0;0;0;
2019-02-21 22:05:24;4.541916847229;22.875;11.125;;0;0;0;0;
2019-02-21 22:15:24;4.45016098022461;22.875;11.375;;0;0;0;0;
2019-02-21 22:25:24;4.26664924621582;22.8125;11;;0;0;0;0;
2019-02-21 22:35:24;4.08313751220703;22.75;11.375;;0;0;0;0;
2019-02-21 22:45:24;4.08313751220703;22.75;11.0625;;0;0;0;0;
2019-02-21 22:55:24;3.99138140678406;22.6875;11.75;;0;0;0;0;
2019-02-21 23:05:24;4.08313751220703;22.6875;11.6875;;0;0;0;0;
2019-02-21 23:15:24;4.08313751220703;22.625;12;;0;0;0;0;
2019-02-21 23:25:24;3.71611380577087;22.5625;11.125;;0;0;0;0;
2019-02-21 23:35:24;3.89962553977966;22.625;11.875;;0;0;0;0;
2019-02-21 23:45:24;3.80786967277527;22.625;12;;0;0;0;0;
2019-02-21 23:55:24;3.71611380577087;22.5625;11.625;;0;0;0;0;
2019-02-22 00:05:24;3.71611380577087;22.5;12;;0;0;0;0;
2019-02-22 00:15:24;3.62435793876648;22.5;11.875;;0;0;0;0;
2019-02-22 00:25:24;3.34909009933472;22.5;11.5;;0;0;0;0;
2019-02-22 00:35:24;3.25733423233032;22.375;10.875;;0;0;0;0;
2019-02-22 00:45:24;3.16557836532593;22.375;11;;0;0;0;0;
2019-02-22 00:55:24;3.16557836532593;22.3125;11;;0;0;0;0;
2019-02-22 01:05:24;3.25733423233032;22.3125;11.125;;0;0;0;0;
2019-02-22 01:15:24;3.16557836532593;22.3125;10.625;;0;0;0;0;
2019-02-22 01:25:24;3.07382249832153;22.25;10.8125;;0;0;0;0;
2019-02-22 01:35:24;3.07382249832153;22.25;11.0625;;0;0;0;0;
2019-02-22 01:45:24;2.89031076431274;22.1875;10.75;;0;0;0;0;
2019-02-22 01:55:24;2.79855489730835;22.1875;10.6875;;0;0;0;0;
2019-02-22 02:05:24;2.79855489730835;22.125;10.25;;0;0;0;0;
2019-02-22 02:15:24;2.89031076431274;22.125;10.375;;0;0;0;0;
2019-02-22 02:25:24;2.89031076431274;22.125;10.25;;0;0;0;0;
2019-02-22 02:35:24;2.70679903030396;22.125;10.25;;0;0;0;0;
2019-02-22 02:45:24;2.70679903030396;22.0625;10.125;;0;0;0;0;
2019-02-22 02:55:24;2.61504292488098;22;10.1875;;0;0;0;0;
2019-02-22 03:05:24;2.61504292488098;22;9.75;;0;0;0;0;
2019-02-22 03:15:24;2.61504292488098;22;9.9375;;0;0;0;0;
2019-02-22 03:25:24;2.52328705787659;22;9.375;;0;0;0;0;
2019-02-22 03:35:24;2.43153119087219;21.9375;9.125;;0;0;0;0;
2019-02-22 03:45:24;2.2480194568634;21.875;8.9375;;0;0;0;0;
2019-02-22 03:55:24;2.3397753238678;21.875;8.75;;0;0;0;0;
2019-02-22 04:05:24;2.2480194568634;21.875;8.8125;;0;0;0;0;
2019-02-22 04:15:24;2.43153119087219;21.875;8.6875;;0;0;0;0;
2019-02-22 04:25:24;4.90894031524658;22.4375;8.875;;0;0;0;0;
2019-02-22 04:35:24;9.31322383880615;23.5;8.25;;0;0;0;0;
2019-02-22 04:45:24;9.03795528411865;24;8.375;;0;0;0;0;
2019-02-22 04:55:24;9.77200317382813;24;8.5;;0;0;0;0;
2019-02-22 05:05:24;8.12039661407471;24;8.5;;0;0;0;0;
2019-02-22 05:15:24;8.3039083480835;24;8.1875;;0;0;0;0;
2019-02-22 05:25:24;8.48742008209229;24.125;8.4375;;0;0;0;0;
2019-02-22 05:35:24;9.03795528411865;24.25;8.125;;0;0;0;0;
2019-02-22 05:45:24;9.03795528411865;24.25;8;;0;0;0;0;
2019-02-22 05:55:24;7.93688488006592;24.375;8.5;;0;0;0;0;
2019-02-22 06:05:24;9.58849143981934;24.375;8.75;;0;0;0;0;
2019-02-22 06:15:24;8.2121524810791;24.5;9.1875;;0;0;0;0;
2019-02-22 06:25:24;10.5060501098633;24.5;9;;0;0;0;0;
2019-02-22 06:35:24;9.40497970581055;24.625;9.125;;0;0;0;0;
2019-02-22 06:45:24;9.58849143981934;24.6875;9.125;;0;0;0;0;
2019-02-22 06:55:24;9.22146701812744;24.6875;8.875;;0;0;0;0;
2019-02-22 07:05:24;9.58849143981934;24.75;9.875;;0;0;0;0;
2019-02-22 07:15:24;11.148341178894;24.75;9.8125;;0;0;0;0;
2019-02-22 07:25:24;9.86375904083252;24.875;10.6875;;0;0;0;0;
2019-02-22 07:35:24;9.49673557281494;24.875;10.375;;0;0;0;0;
2019-02-22 07:45:24;9.95551490783691;24.875;10.375;0.686587235023235;1;1;1;0;
2019-02-22 07:55:24;9.40497970581055;24.875;10;0.659080667698637;1;1;1;0;
2019-02-22 08:05:24;9.68024730682373;24.875;10.125;0.658147125676401;1;1;1;0;
2019-02-22 08:15:24;9.95551490783691;24.9375;10.1875;0.662356803877845;1;1;1;0;
2019-02-22 08:25:24;10.0472707748413;25;10.0625;0.664433904869086;1;1;1;0;
2019-02-22 08:35:24;9.68024730682373;25;10.125;0.662142634643813;1;1;1;0;
2019-02-22 08:45:24;11.148341178894;25;10.75;0.678781941361187;1;1;1;0;
2019-02-22 08:55:24;10.0472707748413;25.0625;10.75;0.681615239775765;1;1;1;0;
2019-02-22 09:05:24;9.86375904083252;25.125;11.0625;0.683736475236866;1;1;1;0;
2019-02-22 09:15:24;9.95551490783691;25.0625;10.625;0.684313281731581;1;1;1;0;
2019-02-22 09:25:24;9.86375904083252;25.0625;10.9375;0.685550710575202;1;1;1;0;
2019-02-22 09:35:24;10.3225383758545;25.125;11.25;0.69021558692987;1;1;1;0;
2019-02-22 09:45:24;11.148341178894;25.1875;11.875;0.70069254611672;1;1;1;0;
2019-02-22 09:55:24;11.4236087799072;25.125;12.75;0.714494055470341;1;1;1;0;
2019-02-22 10:05:24;9.77200317382813;25.125;12.25;0.717192399701828;1;1;1;0;
