tint,text,q
21.83537,15.28092,-1.188207
21.83537,15.22309,-1.188207
21.83537,15.27266,-1.188207
21.83537,15.36352,-1.177154
21.80594,15.39174,-1.177154
21.80594,15.46607,-1.171627
21.80594,15.51563,-1.177154
21.80594,15.3174,-1.177154
21.80594,15.21827,-1.155048
21.80594,15.23479,-1.177154
21.80594,15.3174,-1.188207
21.80594,15.4,-1.177154
21.80594,15.45782,-1.166101
21.80594,15.51563,-1.177154
21.77653,15.33736,-1.132942
21.77653,15.17214,-1.19926
21.77653,15.19692,-1.166101
21.77653,15.24649,-1.155048
21.78474,15.3291,-1.160574
21.77653,15.39518,-1.166101
21.77653,15.46952,-1.177154
21.77653,15.38692,-1.188207
21.78474,15.18866,-1.18268
21.78474,15.18866,-1.171627
21.78474,15.27127,-1.166101
21.77653,15.3291,-1.160574
21.7471,15.36558,-1.160574
21.7471,15.43165,-1.143995
21.7471,15.36558,-1.166101
21.7471,15.14253,-1.166101
21.75531,15.13427,-1.166101
21.7471,15.17558,-1.171627
21.75531,15.25819,-1.193734
21.76352,15.3408,-1.166101
21.76352,15.40688,-1.171627
21.75531,15.39036,-1.18268
21.76352,15.17558,-1.143995
21.75531,15.14253,-1.160574
21.73637,15.21434,-1.171627
21.76352,15.29123,-1.166101
21.76352,15.37383,-1.155048
21.73637,15.41259,-1.19926
21.73637,15.47041,-1.166101
21.73637,15.19782,-1.149521
21.73637,15.15651,-1.149521
21.73637,15.1813,-1.155048
21.73637,15.23086,-1.177154
21.73637,15.31347,-1.143995
21.73637,15.38782,-1.138468
21.73637,15.45389,-1.188207
21.73637,15.29695,-1.155048
21.70695,15.14342,-1.166101
21.73637,15.20608,-1.166101
21.70695,15.25082,-1.149521
21.70695,15.30039,-1.149521
21.70695,15.36647,-1.155048
21.70695,15.43255,-1.149521
21.70695,15.16821,-1.166101
21.70695,14.71371,-1.204787
21.71516,14.58972,-1.21584
21.71516,14.60625,-1.21584
21.72337,14.72197,-1.19926
21.71516,14.81289,-1.19926
21.69394,14.87418,-1.204787
21.72337,14.88727,-1.204787
21.69394,14.72541,-1.19926
21.69394,14.74194,-1.210313
21.69394,14.84112,-1.210313
21.70215,14.93203,-1.188207
21.69394,15.01466,-1.210313
21.71036,15.09729,-1.188207
21.70215,15.09729,-1.188207
21.69394,14.90724,-1.210313
21.71036,14.87418,-1.18268
21.70215,14.89071,-1.210313
21.68321,14.96254,-1.177154
21.68321,15.02865,-1.160574
21.675,15.11127,-1.177154
21.675,15.17737,-1.155048
21.68321,14.96254,-1.166101
21.68321,14.89643,-1.143995
21.68321,14.91296,-1.143995
21.675,14.96254,-1.143995
21.68321,15.04517,-1.143995
21.675,15.1278,-1.143995
21.675,15.20215,-1.166101
21.675,15.06996,-1.177154
21.68321,15.01212,-1.155048
21.65379,14.97425,-1.143995
21.65379,15.03209,-1.110836
21.64558,15.08166,-1.132942
21.64558,15.15602,-1.143995
21.64558,15.20559,-1.132942
21.65379,14.63539,-1.188207
21.65379,13.97386,-1.232419
21.662,13.89114,-1.210313
21.67021,13.99041,-1.243473
21.67021,14.13929,-1.221366
21.67021,14.22199,-1.19926
21.64079,14.33294,-1.19926
21.64079,14.32467,-1.210313
21.64079,14.15928,-1.19926
21.64079,14.2089,-1.210313
21.64079,14.32467,-1.19926
21.64901,14.42389,-1.188207
21.64079,14.50657,-1.188207
21.64079,14.6223,-1.19926
21.64079,14.63884,-1.204787
21.64079,14.45696,-1.177154
21.64079,14.45696,-1.166101
21.64079,14.55617,-1.177154
21.62185,14.59496,-1.19926
21.62185,14.64456,-1.166101
21.63006,14.71068,-1.166101
21.62185,14.80987,-1.155048
21.62185,14.58669,-1.143995
21.62185,14.56189,-1.171627
21.63006,14.58669,-1.138468
21.62185,14.66109,-1.143995
21.62185,14.72722,-1.171627
21.61364,14.8264,-1.138468
21.63006,14.87598,-1.149521
21.59243,14.68934,-1.132942
21.60064,14.61494,-1.143995
21.58422,14.63148,-1.143995
21.59243,14.70587,-1.132942
21.59243,14.76373,-1.132942
21.59243,14.81332,-1.110836
21.59243,14.84638,-1.110836
21.58422,14.25942,-1.166101
21.60064,13.80449,-1.221366
21.60064,13.69693,-1.210313
21.60064,13.80449,-1.19926
21.60064,13.9534,-1.166101
21.60064,14.06093,-1.166101
21.60064,14.19326,-1.166101
21.60064,14.17672,-1.171627
21.57943,14.06438,-1.193734
21.58764,14.11401,-1.18268
21.58764,14.15536,-1.166101
21.57943,14.23806,-1.166101
21.57943,14.35383,-1.166101
21.57943,14.41997,-1.155048
21.57943,14.46132,-1.143995
21.57943,14.37036,-1.143995
21.57943,14.30421,-1.166101
21.58764,14.33729,-1.149521
21.56049,14.39263,-1.143995
21.57943,14.48612,-1.143995
21.55228,14.54145,-1.149521
21.56049,14.62412,-1.155048
21.56049,14.45878,-1.132942
21.55228,14.33475,-1.138468
21.56049,14.35956,-1.121889
21.56049,14.43397,-1.132942
21.55228,14.52492,-1.132942
21.55228,14.59105,-1.127415
21.54407,14.67372,-1.105309
21.55228,14.22725,-1.138468
21.56049,13.59855,-1.193734
21.55228,13.52407,-1.19926
21.56049,13.56544,-1.18268
21.56049,13.582,-1.188207
21.53107,13.71784,-1.177154
21.53928,13.85022,-1.166101
21.53928,13.78403,-1.166101
21.53107,13.71784,-1.188207
21.54749,13.75094,-1.210313
21.54749,13.85022,-1.177154
21.54749,13.93294,-1.166101
21.54749,14.05702,-1.166101
21.53928,14.16454,-1.143995
21.53107,14.16454,-1.132942
21.51807,13.97775,-1.166101
21.51807,14.00257,-1.166101
21.51807,14.03566,-1.155048
21.51807,14.16799,-1.188207
21.51807,14.23415,-1.155048
21.51807,14.28377,-1.132942
21.51807,14.33338,-1.138468
21.51807,13.83712,-1.166101
21.51807,13.622,-1.188207
21.51807,13.67164,-1.143995
21.51807,13.72129,-1.127415
21.51807,13.80403,-1.160574
21.51807,13.91158,-1.138468
21.51807,14.01911,-1.138468
21.49092,13.84286,-1.132942
21.49092,13.77667,-1.149521
21.49092,13.87595,-1.166101
21.49092,13.9504,-1.160574
21.50734,14.05793,-1.166101
21.50734,14.14064,-1.19926
21.50734,14.23988,-1.188207
21.50734,13.84286,-1.248999
21.50734,13.29668,-1.287685
21.52377,13.06487,-1.309791
21.53198,13.14767,-1.387163
21.53198,13.23045,-1.326371
21.51077,13.3498,-1.265579
21.51077,13.44912,-1.276632
21.51077,13.35808,-1.265579
21.51077,13.35808,-1.287685
21.52719,13.3498,-1.37611
21.52719,13.4574,-1.276632
21.52719,13.59809,-1.348477
21.52719,13.69738,-1.287685
21.5354,13.78012,-1.287685
21.52719,13.79667,-1.265579
21.5354,13.68083,-1.254526
21.5354,13.68083,-1.254526
21.5142,13.71739,-1.276632
21.5142,13.80013,-1.254526
21.50599,13.8994,-1.232419
21.49778,13.95731,-1.221366
21.5142,13.8994,-1.243473
21.50599,13.21253,-1.282158
21.5142,12.8979,-1.287685
21.5142,12.88962,-1.348477
21.53062,12.98899,-1.447955
21.53062,13.08835,-1.271105
21.53062,13.23737,-1.320844
21.53062,13.37809,-1.282158
21.53062,13.25393,-1.265579
21.50347,13.19343,-1.226893
21.51168,13.25966,-1.282158
21.51168,13.35899,-1.232419
21.50347,13.44176,-1.265579
21.50347,13.57418,-1.221366
21.51168,13.65693,-1.210313
21.50347,13.62383,-1.265579
21.51168,13.51625,-1.265579
21.51168,13.59073,-1.232419
21.50347,13.599,-1.204787
21.50347,13.65693,-1.237946
21.50347,13.73967,-1.243473
21.50347,13.69002,-1.221366
21.51168,12.95332,-1.271105
21.51989,12.45634,-1.309791
21.51989,12.34863,-1.287685
21.5281,12.48948,-1.309791
21.53631,12.59718,-1.315318
21.5069,12.7663,-1.304265
21.5069,12.94022,-1.298738
21.51511,12.99818,-1.309791
21.51511,12.7663,-1.254526
21.5069,12.77458,-1.309791
21.52332,12.86569,-1.304265
21.51511,13.01474,-1.34295
21.52332,13.1141,-1.331897
21.52332,13.26312,-1.354003
21.53153,13.31279,-1.331897
21.53974,13.19689,-1.541906
21.54795,13.14722,-1.508747
21.55616,13.23001,-1.453481
21.56437,13.29623,-1.602698
21.54544,13.35164,-1.475587
21.55365,13.46751,-1.409269
21.56186,13.56682,-1.5198
21.57007,13.43441,-1.547432
21.57828,13.34336,-1.514273
21.57828,13.40958,-1.492167
21.58649,13.50889,-1.525326
21.5947,13.58337,-1.575065
21.5947,13.37647,-1.431375
21.60291,12.52354,-1.558486
21.61112,12.1258,-1.470061
21.61112,12.14238,-1.5198
21.61112,12.2584,-1.608225
21.62754,12.45727,-1.564012
21.62754,12.53183,-1.597171
21.62754,12.67266,-1.602698
21.60634,12.77551,-1.552959
21.64396,12.72235,-1.569539
21.64396,12.77205,-1.580592
21.66039,12.80518,-1.486641
21.66039,12.80518,-1.536379
21.66039,12.92112,-1.508747
21.63097,13.02394,-1.530853
21.64739,13.15642,-1.481114
21.63918,13.13986,-1.674543
21.64739,13.04879,-1.508747
21.64739,12.97426,-1.619278
21.6556,13.07362,-1.652437
21.64739,13.13986,-1.608225
21.66381,13.23093,-1.541906
21.66381,13.30543,-1.497694
21.66381,13.13986,-1.530853
21.66381,12.51043,-1.586118
21.66381,12.34473,-1.431375
21.66381,12.3613,-1.486641
21.66381,12.47729,-1.5198
21.65309,12.51618,-1.541906
21.64488,12.68186,-1.530853
21.68023,12.8252,-1.481114
21.66951,12.68186,-1.564012
21.66951,12.60731,-1.597171
21.66951,12.64873,-1.475587
21.66951,12.74813,-1.486641
21.67772,12.91376,-1.464534
21.66951,13.01313,-1.464534
21.67772,13.07937,-1.514273
21.68593,12.71499,-1.619278
21.68593,12.13501,-1.619278
21.68593,12.03555,-1.453481
21.68593,12.06871,-1.420322
21.68593,12.19303,-1.409269
21.68593,12.30076,-1.530853
21.68593,12.46648,-1.420322
21.68593,12.41676,-1.381636
21.68593,12.31733,-1.354003
21.67772,12.35048,-1.309791
21.66951,12.46648,-1.298738
21.6613,12.57417,-1.304265
21.6613,12.69843,-1.276632
21.65309,12.78954,-1.210313
21.63667,12.79782,-1.132942
21.62025,12.6653,-1.110836
21.62025,12.73156,-1.110836
21.60383,12.81438,-1.121889
21.59562,12.86407,-1.05557
21.58741,12.99657,-1.044517
21.57099,12.60731,-1.033464
21.57099,12.40848,-1.077676
21.56278,12.16817,-1.105309
21.55457,12.25104,-1.088729
21.55457,12.3339,-1.099782
21.55457,12.38362,-1.099782
21.55457,12.47476,-1.127415
21.54635,12.59903,-1.083203
21.53814,12.73156,-1.088729
21.53814,12.71499,-1.099782
21.53814,12.68186,-1.166101
21.53814,12.73156,-1.121889
21.53814,12.74813,-1.132942
21.52993,12.83923,-1.143995
21.52993,12.49961,-1.155048
21.53814,12.25104,-1.18268
21.53814,12.03555,-1.19926
21.50873,11.9727,-1.188207
21.53814,12.13501,-1.19926
21.53814,12.25104,-1.210313
21.50052,12.31251,-1.210313
21.50052,12.40365,-1.188207
21.50052,12.55278,-1.171627
21.49231,12.55278,-1.177154
21.50052,12.52793,-1.243473
21.49231,12.48651,-1.18268
21.49231,12.55278,-1.193734
21.49231,12.66876,-1.19926
21.49231,12.13848,-1.226893
21.49231,11.82348,-1.287685
21.49231,11.77373,-1.254526
21.49231,11.8898,-1.237946
21.49231,11.93954,-1.287685
21.49231,12.01415,-1.243473
21.49231,12.13848,-1.265579
21.49231,12.24621,-1.298738
21.49231,12.32908,-1.248999
21.49231,12.2545,-1.392689
21.50873,11.57472,-1.425848
21.50873,11.36737,-1.536379
21.52515,11.35908,-1.50322
21.54157,11.52496,-1.575065
21.54978,11.67423,-1.5198
21.55799,11.82348,-1.552959
21.55799,11.95612,-1.547432
21.55799,11.81519,-1.475587
21.56621,11.77373,-1.613751
21.56621,11.86493,-1.470061
21.56621,11.98099,-1.558486
21.57442,12.09703,-1.580592
21.57442,12.20478,-1.547432
21.58263,12.30422,-1.50322
21.57442,11.93954,-1.564012
21.58263,11.48349,-1.602698
21.57442,11.28442,-1.552959
21.59084,11.37567,-1.558486
21.59084,11.56643,-1.525326
21.59905,11.64936,-1.586118
21.57785,11.7772,-1.564012
21.56964,11.73575,-1.575065
21.57785,11.66112,-1.453481
21.57785,11.64454,-1.481114
21.56964,11.71916,-1.597171
21.57785,11.86011,-1.486641
21.57785,11.99275,-1.536379
21.57785,12.12537,-1.530853
21.56964,11.85182,-1.436902
21.56964,11.31278,-1.442428
21.56964,11.17175,-1.398216
21.57785,11.19664,-1.459008
21.57785,11.36255,-1.459008
21.57785,11.57819,-1.436902
21.57785,11.61136,-1.442428
21.57785,11.61966,-1.497694
21.57785,11.59478,-1.508747
21.57785,11.54502,-1.50322
21.58607,11.66112,-1.597171
21.58607,11.79379,-1.552959
21.59427,11.90985,-1.530853
21.59427,11.95959,-1.470061
21.59427,11.53673,-1.552959
21.59427,11.14686,-1.5198
21.59427,11.08048,-1.497694
21.60249,11.14686,-1.508747
21.61069,11.31278,-1.68007
21.61069,11.46208,-1.630331
21.61891,11.56161,-1.558486
21.61891,11.69429,-1.552959
21.62712,11.66112,-1.508747
21.61891,11.70258,-1.541906
21.62712,11.72746,-1.630331
21.61891,11.85182,-1.608225
21.62712,11.85182,-1.552959
21.62712,11.23812,-1.619278
21.62712,11.0224,-1.619278
21.62712,10.9975,-1.652437
21.63533,11.09707,-1.702176
21.63533,11.24641,-1.564012
21.64354,11.41232,-1.558486
21.64354,11.49526,-1.608225
21.65175,11.58649,-1.630331
21.65175,11.72746,-1.718755
21.64354,11.66941,-1.608225
21.64354,11.39573,-1.64691
21.65996,11.37914,-1.64691
21.65996,11.4455,-1.685596
21.65996,11.46208,-1.652437
21.66817,11.59478,-1.66349
21.66817,11.71087,-1.674543
21.67638,11.74404,-1.696649
21.67638,10.86472,-1.674543
21.67638,10.48287,-1.619278
21.67638,10.42474,-1.564012
21.67638,10.57419,-1.486641
21.63281,10.73768,-1.326371
21.61639,10.84558,-1.293211
21.64354,11.04729,-1.365057
21.62712,10.90622,-1.37611
21.62712,10.93111,-1.403742
21.59997,11.01985,-1.508747
21.59997,11.1775,-1.475587
21.60818,11.27706,-1.5198
21.63533,11.37914,-1.608225
21.61639,11.48442,-1.530853
21.61639,11.1692,-1.580592
21.65175,10.64891,-1.624804
21.63281,10.57995,-1.630331
21.64102,10.69617,-1.66349
21.64923,10.83728,-1.762968
21.66565,10.97006,-1.652437
21.66565,11.08623,-1.696649
21.67386,11.01155,-1.901131
21.65266,10.89884,-1.740862
21.68207,10.98666,-1.762968
21.69028,11.08623,-1.718755
21.66087,11.0897,-1.718755
21.72563,11.34596,-1.685596
21.66908,11.00673,-1.796127
21.66908,10.72454,-1.862446
21.73384,10.54929,-1.768494
21.71491,10.62976,-1.718755
21.74205,10.73192,-1.718755
21.74205,10.91452,-1.796127
21.73133,11.00326,-1.762968
21.73133,11.10283,-1.762968
21.73133,11.1692,-1.829286
21.76668,10.624,-1.80718
21.75847,10.39153,-1.812707
21.71834,10.39246,-1.829286
21.77489,10.5825,-1.82376
21.7831,10.71532,-1.801654
21.76417,10.82898,-1.840339
21.7831,10.93111,-1.796127
21.7831,10.88132,-1.95087
21.76417,10.85388,-1.851393
21.79131,10.96431,-1.862446
21.7831,11.03069,-1.740862
21.77489,11.13856,-1.757441
21.76668,11.21323,-1.713229
21.76668,10.76512,-1.66349
21.77489,9.835008,-1.801654
21.77489,9.037001,-1.928764
21.79131,9.635572,-2.122193
21.80773,9.718676,-2.12772
21.82414,9.328024,-2.182985
21.84056,9.402842,-2.12772
21.85698,9.618952,-2.116667
21.86519,9.768534,-2.11114
21.88161,9.835008,-2.039295
21.88161,10.00948,-2.072454
21.88981,10.13408,-1.978503
21.88161,10.36662,-1.928764
21.8734,10.53268,-1.895605
21.86519,10.66551,-1.917711
21.85698,10.77342,-1.80718
21.85698,10.70702,-1.906658
21.85698,10.73192,-1.851393
21.84877,10.69042,-1.851393
21.84877,10.79002,-1.812707
21.85698,10.46626,-1.801654
21.84877,10.38323,-1.884552
21.84877,10.41644,-1.890078
21.85698,10.34171,-1.917711
21.85698,10.38323,-1.884552
21.85698,10.44965,-1.906658
21.85698,10.56589,-1.785074
21.85698,10.66551,-1.751915
21.84877,10.86472,-1.729808
21.85698,10.55759,-1.762968
21.84877,10.06763,-1.762968
21.84877,9.992863,-1.774021
21.84056,10.13408,-1.785074
21.84877,10.25036,-1.746388
21.87817,10.37145,-1.735335
21.87817,10.5209,-1.691123
21.86996,10.59562,-1.674543
21.86996,10.64543,-1.718755
21.86175,10.71184,-1.718755
21.86175,10.76995,-1.652437
21.85354,10.82805,-1.68007
21.85354,10.39636,-1.707702
21.86996,9.665336,-1.718755
21.86175,9.53236,-1.818233
21.86996,9.681957,-1.801654
21.86996,9.914615,-1.740862
21.86996,9.972771,-1.774021
21.86175,10.1306,-1.862446
21.86996,10.26349,-1.801654
21.86175,10.36314,-1.740862
21.85354,10.496,-1.724282
21.84534,9.864765,-1.735335
21.86175,9.299602,-1.768494
21.85354,9.149941,-1.851393
21.86175,9.282974,-1.779547
21.86175,9.465863,-1.757441
21.86996,9.698578,-1.840339
21.89116,9.88622,-1.812707
21.89116,9.927761,-1.851393
21.89116,9.828058,-1.873499
21.89116,9.88622,-1.785074
21.89116,10.01084,-1.801654
21.89116,10.14374,-1.796127
21.89116,10.26002,-1.834813
21.89116,10.37628,-1.840339
21.89116,9.911144,-1.829286
21.89937,8.564207,-1.923237
21.91578,7.889965,-2.044822
21.9322,8.614129,-2.083507
21.94861,8.780519,-2.282463
21.96503,8.414419,-2.221671
21.98145,8.597487,-2.282463
21.99786,8.880338,-2.205091
21.99786,8.963511,-2.182985
21.99786,9.096574,-2.083507
21.99786,9.279501,-2.006136
21.99786,9.46239,-1.995083
21.99786,9.628623,-2.039295
21.98965,9.81975,-1.972976
21.98145,9.936069,-1.862446
22.00037,10.12137,-1.901131
21.99216,10.26256,-1.873499
21.99216,9.664409,-2.022715
21.99216,9.057539,-1.912184
21.99216,8.907836,-1.961923
22.00037,9.107434,-2.006136
21.99216,9.290359,-1.928764
22.00037,9.423372,-1.884552
21.99216,9.539743,-1.829286
21.99216,9.681029,-1.917711
21.98396,9.838911,-1.851393
21.98396,9.988458,-1.972976
21.98396,10.12137,-1.867972
22.00515,10.23418,-1.972976
22.00515,9.57783,-2.039295
21.99216,9.190586,-1.939817
22.02157,9.27026,-1.934291
21.99216,9.348556,-1.873499
22.02157,9.486402,-2.017189
22.01336,9.652628,-1.906658
22.00515,9.810515,-1.98403
22.00515,9.935143,-1.917711
22.00515,10.05145,-1.972976
22.00515,10.13451,-1.912184
22.00515,10.28401,-2.006136
22.00515,10.35044,-1.901131
21.99694,10.16773,-1.884552
21.99694,9.868676,-2.050348
22.00515,9.835442,-2.017189
22.00515,9.935143,-2.011662
22.00515,10.08467,-2.006136
22.00515,10.15112,-1.95087
22.00515,10.2674,-2.011662
22.03229,10.39451,-1.95087
22.01587,10.49415,-1.939817
22.01587,10.44433,-1.956397
22.02408,9.763203,-2.050348
22.03229,9.613618,-1.939817
22.03229,9.655172,-2.000609
22.03229,9.79644,-2.006136
22.03229,9.921071,-1.906658
22.03229,10.04568,-1.961923
22.03229,10.13705,-1.912184
22.03229,10.22842,-2.039295
22.03229,10.34468,-2.12772
22.06169,10.51559,-2.083507
22.06169,10.40765,-1.98403
22.06989,10.3163,-2.11114
22.06989,10.39104,-2.116667
22.0781,10.41595,-2.017189
22.0781,10.50728,-2.155353
22.08631,10.60691,-2.105613
22.09451,10.41595,-2.12772
22.11093,9.643392,-2.149826
22.11093,9.360785,-2.149826
22.11913,9.418977,-2.171932
22.11913,9.593527,-2.194038
22.11093,9.676634,-2.216144
22.11093,9.826208,-2.09456
22.11093,9.900984,-2.205091
22.11093,10.09205,-2.11114
22.11093,10.1585,-2.072454
22.10272,10.27478,-2.105613
22.09451,10.40765,-2.12772
22.09451,10.47407,-2.09456
22.12166,10.63437,-2.039295
22.12166,10.30224,-1.917711
22.12166,9.670876,-2.09456
22.12986,9.463092,-2.017189
22.13807,9.554523,-1.98403
22.12986,9.770596,-2.12772
22.12166,9.969998,-1.98403
22.12986,10.0863,-2.149826
22.12166,10.13614,-2.149826
22.12166,10.30224,-2.028242
22.12166,10.43511,-2.09456
22.11345,10.50153,-2.089034
22.10524,10.61776,-2.072454
22.15105,10.689,-1.995083
22.15105,10.72221,-2.177459
22.16747,9.999757,-2.326675
22.17567,9.617538,-2.182985
22.18388,9.642471,-2.160879
22.18388,9.78374,-2.4151
22.18388,9.924989,-2.133246
22.18388,10.09944,-2.315622
22.17567,10.24894,-2.210618
22.17567,10.33199,-2.276936
22.17567,10.39842,-2.293516
22.18388,10.46485,-2.188512
22.16747,10.58939,-1.989556
22.18045,10.71874,-1.530853
22.13942,10.82665,-0.8787206
22.08197,10.90134,-0.6466057
22.03273,10.71044,-1.320844
22.03273,10.02121,-1.442428
22.03273,9.838437,-1.746388
22.04915,9.855054,-1.840339
22.04915,9.913214,-1.751915
22.05735,10.02952,-1.856919
22.06556,10.17904,-1.890078
22.07377,10.26209,-2.017189
22.08197,10.39496,-2.061401
22.09018,10.4946,-2.066928
22.12553,10.60507,-2.105613
22.13373,10.71299,-2.205091
22.14194,10.82919,-2.249304
22.15835,10.90389,-2.249304
22.15835,10.40581,-2.27141
22.15835,10.23972,-2.293516
22.17476,10.30616,-2.4151
22.17476,10.33938,-2.194038
22.18297,10.40581,-2.310096
22.17476,10.50545,-2.326675
22.19118,10.58017,-2.332202
22.19118,10.65488,-2.420627
22.19118,10.76279,-2.194038
22.19118,10.85409,-2.420627
22.19118,10.92049,-2.293516
22.22058,10.5435,-2.293516
22.23699,10.41895,-2.315622
22.23699,10.43556,-2.503525
22.2534,10.5518,-2.210618
22.2534,10.63482,-2.265883
22.2534,10.70953,-2.437206
22.2534,10.78423,-2.509051
22.2616,10.88383,-2.210618
22.2616,10.96682,-2.503525
22.2534,11.0332,-2.392994
22.26981,11.09958,-2.525631
22.29921,11.21228,-2.442733
22.29921,11.03804,-2.442733
22.29921,10.99655,-2.464839
22.29101,11.04634,-2.359834
22.29921,11.11272,-2.182985
22.29921,11.21228,-2.4151
22.29921,11.26206,-2.227197
22.29921,10.46531,-2.437206
22.32383,10.07498,-2.348782
22.31562,10.14974,-2.492471
22.32383,10.29923,-2.381941
22.33203,10.36567,-2.591949
22.33203,10.53173,-2.531157
22.33203,10.68116,-2.547737
22.35917,10.81652,-2.497998
22.36737,10.90781,-2.326675
22.36737,10.9742,-2.597476
22.35917,11.04059,-2.426153
22.35917,11.10697,-2.4151
22.35917,11.18164,-2.547737
22.35917,11.25631,-2.536684
22.35917,10.88291,-2.426153
22.37557,10.59239,-2.326675
22.37557,10.55919,-2.409573
22.40497,10.69685,-2.426153
22.41318,10.77156,-2.641688
22.42138,10.87116,-2.459312
22.40497,10.93755,-2.282463
22.40497,11.02883,-2.310096
22.40497,11.10351,-2.260357
22.40497,11.18648,-2.260357
22.38856,11.25285,-2.370888
22.38856,11.31921,-2.4151
22.40497,11.38557,-2.492471
22.40497,11.26944,-2.404047
22.40497,10.53912,-2.525631
22.41318,10.29832,-2.337728
22.41318,10.29002,-2.326675
22.40497,10.43949,-2.160879
22.43436,10.60207,-2.337728
22.43436,10.73489,-2.437206
22.44257,10.85109,-2.55879
22.43436,10.94238,-2.12772
22.44257,11.01707,-2.381941
22.44257,11.10834,-2.276936
22.43436,11.18301,-2.12772
22.42616,11.27427,-2.27141
22.4451,11.39296,-2.249304
22.41796,11.40699,-2.321149
22.4451,11.39296,-2.4151
22.4451,11.12749,-2.304569
22.4451,11.12749,-2.27141
22.4451,11.22705,-2.182985
22.4451,11.31001,-2.133246
22.43689,11.39296,-2.381941
22.42869,11.44273,-2.321149
22.42869,11.53396,-2.23825
22.42869,11.49249,-2.28799
22.42869,11.30171,-2.381941
22.41228,11.26024,-2.194038
22.45808,11.40609,-2.249304
22.45808,11.48903,-2.194038
22.45808,11.55538,-2.166405
22.44988,11.13233,-2.27141
22.44988,10.60947,-2.437206
22.45808,10.46002,-2.470365
22.46628,10.54305,-2.205091
22.45808,10.69248,-2.310096
22.45808,10.80869,-2.4151
22.45808,10.93318,-2.509051
22.45808,10.98297,-2.144299
22.48748,11.12058,-2.376414
22.47928,11.20354,-2.321149
22.47108,11.30309,-2.227197
22.46287,11.38605,-2.23825
22.45467,11.4524,-2.188512
22.44646,11.53534,-2.376414
22.45467,11.5851,-2.249304
22.44646,11.63485,-2.155353
22.44646,11.68461,-2.232724
22.44646,11.71778,-2.23825
22.45467,11.15377,-2.28799
22.43826,10.83843,-2.166405
22.43826,10.89653,-2.310096
22.4818,10.98207,-2.205091
22.4818,11.08994,-2.205091
22.4818,11.21439,-2.332202
22.49,11.33883,-2.420627
22.4818,11.41348,-2.299042
22.46539,11.50471,-2.293516
22.46539,11.52959,-2.205091
22.49479,11.64224,-2.017189
22.46198,11.71687,-1.972976
22.44557,11.77491,-1.906658
22.43736,11.80808,-1.895605
22.42916,11.85782,-1.818233
22.42096,11.55932,-1.873499
22.40455,11.16116,-1.923237
22.41275,11.12797,-2.122193
22.39634,11.14457,-1.906658
22.39634,11.20264,-1.96745
22.38814,11.32708,-1.890078
22.37993,11.42662,-1.912184
22.37173,11.50955,-1.873499
22.39293,11.59733,-1.829286
22.38473,11.66367,-1.890078
22.38473,11.73001,-2.033768
22.38473,11.79634,-1.890078
22.37652,11.86266,-1.867972
22.36831,11.90411,-2.011662
22.37652,11.95385,-2.006136
22.37652,11.9953,-1.867972
22.37652,11.54757,-2.100087
22.39293,10.90877,-1.995083
22.38473,10.80088,-2.09456
22.38473,10.84238,-2.25483
22.41186,10.99431,-2.205091
22.40366,11.10218,-2.232724
22.40366,11.21833,-2.160879
22.40366,11.2847,-2.011662
22.38725,11.40083,-2.27141
22.38725,11.48377,-2.011662
22.38725,11.56671,-2.000609
22.37084,11.62476,-2.227197
22.37084,11.69939,-2.205091
22.37084,11.76572,-2.039295
22.37084,11.80718,-2.072454
22.35443,11.86521,-2.149826
22.35443,11.91495,-2.166405
22.38725,11.96469,-2.105613
22.41665,12.04414,-2.144299
22.40025,12.09387,-2.116667
22.40025,12.12702,-2.072454
22.40025,12.17675,-2.050348
22.40845,11.61302,-2.227197
22.40025,11.28125,-1.96745
22.39204,11.26466,-2.194038
22.38383,11.31443,-2.061401
22.37563,11.39738,-2.061401
22.36743,11.50521,-2.144299
22.35922,11.62131,-2.055875
22.36743,11.68765,-2.210618
22.36743,11.76227,-1.972976
22.35102,11.83689,-1.961923
22.35102,11.89493,-2.205091
22.38042,11.99095,-2.028242
22.37222,12.04897,-2.09456
22.36401,12.0987,-2.182985
22.36401,12.14843,-1.972976
22.36401,12.18987,-1.972976
22.36401,12.2396,-2.022715
22.36401,12.27274,-2.171932
22.36401,12.32246,-2.260357
22.38042,12.33904,-2.205091
22.36401,11.80857,-2.194038
22.38862,11.55151,-2.227197
22.39683,11.50175,-2.4151
22.40503,11.5681,-2.321149
22.44264,11.68075,-2.249304
22.42623,11.78854,-2.11114
22.41803,11.87144,-1.956397
22.40162,11.95434,-2.011662
22.39342,12.02895,-1.96745
22.37701,12.08697,-2.033768
22.39342,12.15327,-2.25483
22.37701,12.203,-2.083507
22.3606,12.25272,-1.98403
22.3606,12.30244,-2.116667
22.35239,12.35216,-2.216144
22.3606,12.40188,-1.972976
22.3606,12.43502,-2.182985
22.34419,12.47644,-2.199565
22.34419,12.51787,-1.917711
22.32778,12.56757,-2.227197
22.32778,12.60071,-2.100087
22.33852,12.66126,-1.95087
22.34672,12.39615,-1.923237
22.34672,11.94033,-2.100087
22.33852,11.80768,-1.851393
22.33852,11.80768,-1.873499
22.33852,11.86572,-2.122193
22.33852,11.93204,-1.945344
22.32211,12.0398,-2.000609
22.32211,12.1144,-1.917711
