v1,v2
-4.9422200000000025,-5.505342
-5.048539999999999,-5.289771
-5.024260000000002,-5.339501
-5.03247,-4.963622
-5.179509999999997,-4.985732
-5.359279999999998,-4.654075
-5.08174,-4.736986
-4.918569999999999,-4.455078
-5.041060000000002,-4.416387
-4.9186499999999995,-4.20081
-4.926840000000002,-4.305831
-4.845140000000001,-4.267131
-4.927009999999999,-3.979708
-4.7881800000000005,-4.17316
-4.788129999999999,-4.117886
-4.739260000000002,-4.13999
-4.739220000000003,-4.084716
-4.82086,-3.902309
-4.804650000000002,-3.96311
-4.747420000000002,-3.968633
-4.739239999999999,-3.841504
-4.64949,-3.753063
-4.64134,-3.686735
-4.633130000000001,-3.769642
-4.584099999999999,-3.730951
-4.576039999999999,-3.808331
-4.55152,-3.719894
-4.698589999999999,-3.653564
-4.592350000000003,-3.719892
-4.600630000000002,-3.614871
-4.543420000000001,-3.648035
-4.429010000000002,-3.659088
-4.35558,-3.620396
-4.347279999999998,-3.719887
-4.4209299999999985,-3.697777
-4.420919999999999,-3.598285
-4.347390000000001,-3.498792
-4.3800799999999995,-3.504319
-4.314719999999998,-3.515374
-4.273889999999998,-3.465628
-4.192080000000001,-3.476682
-4.135069999999999,-3.4601
-4.118759999999998,-3.449044
-4.13513,-3.509845
-4.0861100000000015,-3.465626
-4.0534099999999995,-3.35508
-4.004339999999999,-3.377188
-4.028879999999997,-3.598281
-4.045259999999999,-3.404825
-4.077940000000002,-3.415879
-4.03708,-3.288751
-4.0943000000000005,-3.404825
-4.061589999999999,-3.498789
-4.028929999999999,-3.261115
-4.0126300000000015,-3.321915
-3.963569999999997,-3.33297
-3.898139999999998,-3.299806
-3.9063499999999998,-3.443516
-3.8572900000000025,-3.509844
-3.816420000000001,-3.211369
-3.816460000000003,-3.410352
-3.7754999999999974,-3.095295
-3.7674400000000006,-3.272169
-3.701909999999998,-3.216896
-3.6937800000000003,-3.095295
-3.661089999999998,-3.211369
-3.6529300000000013,-3.239006
-3.6202599999999983,-3.145041
-3.5466599999999993,-3.288751
-3.4729799999999997,-3.239006
-3.383029999999998,-3.16715
-3.309450000000002,-3.321915
-3.3094699999999975,-3.04555
-3.21134,-3.084241
-3.2112900000000018,-2.990276
-3.1949700000000014,-3.067659
-3.1622500000000002,-3.012386
-3.145900000000001,-2.990276
-3.178659999999997,-3.034495
-3.1704299999999996,-3.028968
-3.2031899999999993,-2.951585
-3.0805000000000007,-3.04555
-2.9823099999999982,-2.96264
-3.0150000000000006,-2.951585
-2.92502,-2.968167
-2.8513699999999993,-2.896312
-2.7695599999999985,-3.040022
-2.76952,-2.907367
-2.7613699999999994,-3.017913
-2.753219999999999,-2.935003
-2.72044,-2.923949
-2.7041000000000004,-2.852093
-2.45036,-2.885257
-2.3029800000000016,-2.990276
-2.262069999999998,-2.912894
-2.245720000000002,-2.874203
-2.2293100000000017,-2.802348
-2.1146899999999995,-2.846566
-2.032820000000001,-2.79682
-1.9345200000000027,-2.824457
-1.8116699999999994,-2.824457
-1.6642299999999999,-2.868675
-1.5249500000000005,-2.813402
-1.3938699999999997,-2.713911
-1.2627399999999973,-2.752602
-1.2053800000000017,-2.73602
-1.041450000000001,-2.708383
-0.9021100000000004,-2.680747
-0.8693299999999979,-2.724965
-0.90212,-2.680747
-0.8365200000000002,-2.758129
-0.7873400000000004,-2.868675
-0.7217700000000029,-2.691802
-0.6725600000000007,-2.647583
-0.6233800000000009,-2.686274
-0.5577700000000014,-2.774711
-0.5249699999999997,-2.614419
-0.5331599999999987,-2.564673
-0.5167699999999975,-2.724965
-0.4593500000000006,-2.680747
-0.451159999999998,-2.537037
-0.4265499999999989,-2.680747
-0.34454000000000207,-2.631001
-0.29532000000000025,-2.559146
-0.26251999999999853,-2.614419
-0.2379099999999994,-2.625474
-0.14768000000000114,-2.608892
0.0,-2.559146
0.13128000000000029,-2.597837
0.14769000000000077,-2.625474
0.25437000000000154,-2.680747
0.4185200000000009,-2.548091
0.5580600000000011,-2.575728
0.6483600000000003,-2.382272
0.7386599999999994,-2.470709
0.6237199999999987,-2.603364
0.7304599999999972,-2.492818
0.6812000000000005,-2.465182
0.8454200000000007,-2.481763
1.0424900000000008,-2.59231
1.1328599999999973,-2.4486
1.2314100000000003,-2.4486
1.2971199999999996,-2.470709
1.5436000000000014,-2.426491
1.5517900000000004,-2.432018
1.47785,-2.415436
1.7901199999999982,-2.443072
1.633980000000001,-2.393327
1.4039500000000018,-2.398854
1.2971399999999988,-2.4486
1.272470000000002,-2.586783
1.2971000000000004,-2.338053
1.387509999999999,-2.288308
1.4450199999999995,-2.382272
1.57648,-2.387799
1.675060000000002,-2.382272
1.7408099999999997,-2.349108
1.8723400000000012,-2.415436
1.8805399999999999,-2.420963
1.888729999999999,-2.415436
1.9380999999999986,-2.409909
1.9874200000000002,-2.387799
2.0367099999999994,-2.338053
2.069670000000002,-2.343581
2.1929900000000018,-2.376745
2.2587399999999995,-2.183289
2.406799999999997,-2.293835
2.5548199999999994,-2.238562
2.6123699999999985,-2.227507
2.7439600000000013,-2.205398
2.67821,-2.321471
2.612359999999999,-2.304889
2.4725600000000014,-2.22198
2.5795299999999983,-2.233035
2.7604599999999984,-2.194343
2.974350000000001,-2.315944
2.727550000000001,-2.293835
2.678220000000003,-2.22198
2.77693,-2.144597
2.669960000000003,-2.233035
2.67821,-2.161179
2.5301599999999986,-2.205398
2.7111300000000007,-2.166707
2.7851299999999988,-2.210925
2.9743199999999987,-2.133543
3.0402299999999975,-2.183289
2.990859999999998,-2.233035
3.0978200000000022,-2.22198
3.106020000000001,-2.233035
3.0649300000000004,-2.072742
3.0237599999999993,-2.22198
2.957930000000001,-2.05616
2.8180699999999987,-2.194343
2.801599999999997,-2.255144
2.5302100000000003,-2.266198
2.431519999999999,-2.199871
2.4726099999999995,-2.072742
2.6617700000000006,-2.050633
2.661830000000002,-2.105906
2.8098899999999993,-2.177761
2.8756800000000027,-2.238562
2.9250400000000027,-2.072742
2.924999999999997,-2.116961
3.040189999999999,-2.116961
3.081389999999999,-2.227507
3.08136,-2.22198
3.081340000000001,-2.067215
2.957939999999997,-2.072742
2.925090000000001,-2.144597
2.8263399999999983,-2.050633
2.752299999999998,-1.989833
2.6946900000000014,-2.122488
2.645340000000001,-1.989833
2.65353,-2.094852
2.6946399999999997,-2.183289
2.7605000000000004,-2.000887
2.8674399999999984,-2.133543
2.9908499999999982,-2.039578
3.0978700000000003,-2.072742
3.12256,-2.128016
3.1554800000000007,-2.144597
3.402429999999999,-2.105906
3.4435900000000004,-2.150125
3.278959999999998,-1.989833
3.2542399999999994,-2.094853
3.2543299999999995,-1.851651
3.328389999999999,-1.929035
3.344820000000002,-2.006418
3.2872100000000017,-2.017474
3.3365500000000026,-2.06722
3.3694799999999994,-1.962203
3.5752500000000005,-2.07275
3.8141399999999983,-2.078279
4.03651,-2.067225
4.06118,-2.01748
3.92117,-2.045119
3.9294100000000007,-1.995372
3.904679999999999,-1.912463
3.98714,-1.984319
4.308259999999997,-2.000902
4.563809999999997,-1.98432
4.5967400000000005,-2.028539
4.53078,-2.155668
4.398900000000001,-2.105922
4.374290000000002,-2.00643
4.53903,-2.028539
4.563760000000002,-2.00643
4.62969,-1.923519
4.67914,-2.116977
4.736830000000001,-2.094867
4.778040000000001,-1.873773
4.810970000000001,-1.9401
4.695540000000001,-2.000901
4.77796,-1.873772
4.810930000000003,-2.017483
4.761600000000001,-2.023009
4.90991,-2.067228
4.778010000000002,-1.984317
4.66262,-1.995372
4.506,-2.116972
4.530719999999999,-2.034062
4.6625499999999995,-2.07828
4.662670000000002,-2.116971
4.489560000000001,-1.934568
4.390689999999999,-2.000896
4.374179999999999,-1.962204
4.300090000000001,-2.017477
4.316499999999998,-2.083804
4.349489999999999,-1.962202
4.349489999999999,-1.978784
4.332979999999999,-1.890346
4.431849999999997,-1.873764
4.596770000000003,-1.884818
4.654430000000001,-1.862709
4.670909999999999,-1.940091
4.687390000000001,-1.884817
4.670909999999999,-1.912453
4.64611,-1.895872
4.613140000000001,-1.929035
4.613229999999998,-1.934562
4.48141,-1.884816
4.489650000000001,-1.912452
4.736820000000002,-1.901397
4.844009999999997,-1.862706
4.819279999999999,-1.790851
4.720369999999999,-1.912452
4.745060000000002,-1.818487
4.926369999999999,-1.956669
5.14076,-1.846123
5.437640000000002,-1.917978
5.4871300000000005,-1.835068
5.4541,-1.790849
5.528479999999998,-1.901396
5.7100100000000005,-1.807431
5.891500000000001,-1.929032
5.76773,-1.774267
5.577930000000002,-1.801904
5.4789400000000015,-1.785322
5.495440000000002,-1.868232
5.48715,-1.884814
5.429410000000001,-1.895868
5.478860000000001,-1.785322
5.495360000000002,-1.835068
5.520150000000001,-1.901396
5.586100000000002,-1.807431
5.6027999999999984,-1.835068
5.668750000000003,-1.741104
5.8585100000000025,-1.741104
5.941030000000001,-1.774267
5.957540000000002,-1.763213
5.734750000000002,-1.785322
5.528459999999999,-1.730049
5.322300000000002,-1.746631
5.239799999999999,-1.70794
5.1656200000000005,-1.741104
5.2151,-1.70794
5.281030000000001,-1.741104
5.412990000000001,-1.62503
5.553160000000002,-1.680303
5.619310000000002,-1.674776
5.677050000000001,-1.70794
5.75131,-1.730049
5.841980000000003,-1.724522
5.676960000000001,-1.730049
5.495480000000001,-1.741104
5.495480000000001,-1.76874
5.56972,-1.691358
5.544970000000003,-1.696885
5.553220000000003,-1.779795
5.627460000000003,-1.608448
5.503730000000001,-1.669249
5.6192100000000025,-1.724522
5.627610000000001,-1.70794
5.512070000000001,-1.696885
5.413050000000002,-1.641612
5.33886,-1.597393
5.314080000000001,-1.663721
5.429590000000001,-1.70794
5.52853,-1.630557
5.635809999999999,-1.641612
5.726569999999999,-1.663721
5.842040000000001,-1.680303
5.866790000000002,-1.597393
6.007080000000002,-1.636085
6.08962,-1.691358
6.172150000000002,-1.691358
6.337250000000001,-1.818486
6.584950000000001,-1.674776
6.593159999999999,-1.68583
6.47756,-1.674776
6.3619699999999995,-1.553175
6.312439999999999,-1.641612
6.494069999999999,-1.619503
6.601359999999998,-1.580812
6.766589999999999,-1.569757
6.766529999999998,-1.652667
6.618119999999999,-1.752158
6.551999999999998,-1.597393
6.345579999999998,-1.602921
6.155719999999999,-1.558702
6.04017,-1.658194
6.073139999999999,-1.641612
6.14742,-1.56423
6.246469999999999,-1.575284
6.246469999999999,-1.658194
6.246469999999999,-1.569757
6.262979999999999,-1.525538
6.238259999999997,-1.525538
6.172229999999999,-1.536593
5.990549999999999,-1.591866
5.908080000000002,-1.619503
5.875070000000001,-1.536593
5.875070000000001,-1.553175
5.9245899999999985,-1.575284
5.974160000000001,-1.525538
6.0153099999999995,-1.508956
6.196999999999999,-1.641612
6.345650000000003,-1.464738
6.486010000000002,-1.453683
6.585100000000001,-1.56423
6.651170000000002,-1.503429
6.642849999999999,-1.503429
6.584989999999998,-1.503429
6.535449999999999,-1.497902
6.502470000000001,-1.531066
6.510730000000001,-1.486847
6.4694400000000005,-1.497902
6.485909999999999,-1.459211
6.584989999999998,-1.531066
6.6510599999999975,-1.497902
6.717129999999999,-1.475793
6.750159999999999,-1.514484
6.882319999999998,-1.431574
6.973230000000001,-1.54212
7.080579999999998,-1.486847
7.04759,-1.414992
6.89879,-1.392883
6.791459999999999,-1.39841
6.874059999999998,-1.492375
6.8410199999999985,-1.514484
6.9648699999999995,-1.520011
6.907099999999998,-1.414992
6.9566099999999995,-1.459211
6.9566099999999995,-1.409465
6.981439999999999,-1.39841
7.006229999999999,-1.464738
7.063949999999998,-1.426047
7.24597,-1.392883
7.361409999999999,-1.403938
7.394659999999998,-1.354192
7.36993,-1.475793
7.15507,-1.39841
7.097239999999999,-1.376301
6.973249999999998,-1.392883
6.849399999999999,-1.403938
6.989769999999998,-1.453683
6.981509999999998,-1.536593
6.931949999999999,-1.343137
6.948469999999999,-1.409465
7.163269999999999,-1.420519
7.245899999999999,-1.453683
7.411189999999998,-1.33761
7.411189999999998,-1.343137
7.386340000000001,-1.343138
7.361599999999999,-1.387357
7.369869999999999,-1.332085
7.427729999999999,-1.32103
7.5102699999999984,-1.304449
7.5681899999999995,-1.370777
7.60126,-1.40947
7.568399999999999,-1.40947
7.510480000000001,-1.298925
7.336920000000001,-1.359725
7.2460200000000015,-1.376308
6.98995,-1.315508
6.84952,-1.287872
6.758600000000001,-1.387364
7.064250000000001,-1.348674
7.180040000000002,-1.298928
7.213100000000001,-1.282346
7.163459999999999,-1.387366
6.956970000000002,-1.365257
6.8743099999999995,-1.343147
6.816540000000002,-1.309983
6.742149999999999,-1.25471
6.79171,-1.365257
6.948590000000001,-1.304456
7.113940000000001,-1.321038
7.097300000000002,-1.33762
7.113830000000002,-1.326565
7.163289999999998,-1.249182
7.229500000000002,-1.238127
7.38646,-1.232599
7.551769999999999,-1.309982
7.841180000000001,-1.287872
8.138769999999997,-1.276817
8.337289999999998,-1.260235
8.370379999999999,-1.343145
8.502749999999999,-1.210488
8.535849999999998,-1.260234
8.469649999999998,-1.22707
8.453099999999997,-1.321034
8.502739999999998,-1.260233
8.585489999999998,-1.276815
8.57721,-1.282342
8.626859999999999,-1.24365
8.676509999999999,-1.210486
8.701329999999999,-1.238122
8.750989999999998,-1.210485
8.684779999999998,-1.309977
8.659949999999998,-1.210485
8.635119999999999,-1.193902
8.568850000000001,-1.19943
8.618559999999999,-1.276812
8.69297,-1.26023
8.701319999999999,-1.188374
8.676740000000002,-1.227066
8.618549999999999,-1.160737
8.469860000000002,-1.182847
8.304390000000001,-1.144155
8.304390000000001,-1.249174
8.36236,-1.155209
8.36236,-1.144155
8.345750000000002,-1.177318
8.287850000000002,-1.138627
8.254750000000001,-1.27681
8.246410000000001,-1.138627
8.287840000000001,-1.188372
8.378840000000002,-1.27681
8.461500000000001,-1.166263
8.502809999999998,-1.155208
8.63527,-1.177318
8.668450000000002,-1.088881
8.63527,-1.1939
8.552459999999998,-1.166263
8.50287,-1.11099
8.461439999999998,-1.155208
8.33734,-1.210482
8.21332,-1.166263
8.08925,-1.099935
8.014890000000001,-1.144154
7.9900800000000025,-1.099935
7.940390000000001,-1.088881
7.973540000000002,-1.160736
8.047970000000001,-1.127572
8.047839999999999,-1.160736
8.089189999999999,-1.133099
8.122269999999999,-1.017026
8.0479,-1.039135
8.056109999999999,-1.122044
8.014759999999999,-1.061244
8.023029999999999,-1.155208
8.056109999999999,-1.022553
8.097459999999998,-1.055717
8.13881,-1.138626
8.155359999999998,-1.02808
8.155359999999998,-1.033608
8.122269999999999,-1.094408
8.10573,-1.138627
8.089189999999999,-1.000444
8.03957,-1.099936
7.98174,-1.122045
7.907400000000001,-1.083355
7.890729999999998,-1.022555
7.82465,-1.077829
7.84967,-1.061248
7.923819999999999,-1.066775
7.808270000000002,-1.072304
7.717330000000002,-1.011503
7.7668800000000005,-1.077832
7.7090700000000005,-0.9451758
7.725610000000001,-1.044669
7.7256599999999995,-1.088887
7.66779,-1.00045
7.576800000000002,-1.099943
7.5437400000000014,-1.011506
7.49427,-0.9838689
7.46941,-1.011506
7.428020000000002,-0.9672871
7.411490000000001,-1.04467
7.378430000000002,-1.072307
7.32878,-0.9893967
7.328850000000001,-0.9893967
7.337110000000001,-1.039143
7.345370000000001,-0.9562324
7.4278999999999975,-1.033615
7.41142,-0.983869
7.378430000000002,-1.066779
7.419699999999999,-0.9728139
7.626279999999998,-1.028087
7.8909199999999995,-0.9893956
8.072910000000002,-1.011505
8.27143,-0.9672859
8.26309,-0.9893948
8.23,-0.9617577
8.213389999999999,-0.9562303
8.1142,-0.9728119
7.9735299999999985,-0.9728119
7.99014,-0.9285927
7.9902000000000015,-0.9120108
7.907500000000001,-0.9341196
7.79167,-0.956229
8.006599999999999,-1.000447
8.064489999999997,-1.000447
8.056219999999998,-0.9341189
8.089430000000002,-0.9120095
8.296220000000002,-1.005974
8.395500000000002,-0.9064819
8.56098,-1.000446
8.536150000000001,-1.03361
8.577520000000002,-0.9064811
8.74297,-0.8898992
8.82573,-0.9230627
8.73468,-0.9175355
8.68502,-0.9064806
8.684959999999998,-0.9120079
8.800819999999998,-0.884371
8.833929999999999,-0.9506989
8.867039999999998,-0.9009528
8.883589999999998,-0.8567342
8.784269999999998,-0.9672804
8.535999999999998,-0.9451711
8.304339999999998,-0.8843704
8.188529999999998,-0.9120068
8.171989999999997,-0.9230614
8.14717,-0.8843701
8.196860000000001,-0.9893891
8.32922,-0.9341159
8.37058,-0.9396432
8.436709999999998,-0.8898974
8.511169999999998,-0.9672798
8.602189999999998,-0.9285886
8.701499999999998,-0.8898974
8.817369999999999,-0.8677881
8.916699999999999,-0.900952
8.933249999999997,-0.8788428
8.900139999999999,-0.8788428
8.958089999999999,-0.8843701
8.9912,-0.900952
9.057429999999998,-0.8346244
9.115630000000001,-0.9120068
9.15686,-0.8290976
9.15703,-0.8898981
9.09884,-0.8567349
9.09915,-0.8235709
9.032860000000001,-0.8235717
9.049410000000002,-0.8235717
9.082540000000002,-0.8677912
9.07434,-0.8899005
9.098869999999998,-0.8014641
9.082550000000001,-0.8677921
9.066,-0.7627736
9.13225,-0.8291028
9.14889,-0.8125208
9.09094,-0.8567409
9.032910000000001,-0.7848852
8.900470000000002,-0.8069957
8.726640000000002,-0.8125231
8.693550000000002,-0.7959422
8.64389,-0.8180516
8.660460000000002,-0.9120182
8.76813,-0.8346348
8.92541,-0.8069987
9.066070000000002,-0.7517248
9.165440000000002,-0.7683075
9.182000000000002,-0.7572527
9.19021,-0.8069995
9.198560000000002,-0.8069995
9.182000000000002,-0.7848901
9.190280000000001,-0.8014722
9.28137,-0.8014721
9.19036,-0.8512186
8.883950000000002,-0.8235816
8.917060000000001,-0.8622734
9.115910000000001,-0.7793626
9.08272,-0.7627804
8.925419999999999,-0.740671
8.85919,-0.7904176
8.94198,-0.724089
9.132320000000002,-0.8512192
9.231779999999999,-0.7406717
9.2235,-0.8235834
9.27311,-0.8070012
9.38914,-0.7627828
9.455330000000002,-0.7738375
9.48019,-0.7738383
9.48019,-0.7351464
9.34768,-0.7572567
9.2483,-0.8014761
9.223460000000001,-0.7517298
9.19034,-0.7517298
9.248310000000002,-0.7296206
9.115820000000001,-0.7517302
9.22347,-0.7683126
9.33941,-0.7572578
9.397459999999999,-0.7572578
9.480210000000001,-0.746203
9.47193,-0.7572576
9.496770000000001,-0.7351479
9.513340000000001,-0.7240927
9.61266,-0.7959492
9.587880000000002,-0.8014761
9.546470000000001,-0.7351471
9.529890000000002,-0.8125302
9.44706,-0.7240915
9.380790000000001,-0.7296183
9.25656,-0.6743441
9.18228,-0.7296174
9.182020000000001,-0.779364
9.198570000000002,-0.8070002
9.25645,-0.7075062
9.264999999999999,-0.7240884
9.397570000000002,-0.6798685
9.471850000000002,-0.7296149
9.513520000000002,-0.7904152
9.61293,-0.7959425
9.72863,-0.784887
9.97751,-0.7517226
10.043800000000001,-0.6964482
10.20129,-0.7185577
10.367090000000001,-0.7461937
10.53293,-0.735139
10.49975,-0.7075015
10.46658,-0.6743373
10.483249999999998,-0.679864
10.449990000000001,-0.7240828
10.375449999999999,-0.7683011
10.300740000000001,-0.7019729
10.234499999999999,-0.8567379
10.176380000000002,-0.646699
10.143220000000001,-0.7572452
10.151670000000001,-0.6743352
10.25943,-0.713026
10.30901,-0.6743347
10.325750000000001,-0.6411703
10.292509999999998,-0.6466977
10.25105,-0.7461892
10.20131,-0.7019707
10.226090000000001,-0.6301152
10.267629999999999,-0.6909155
10.29241,-0.6577515
10.275820000000001,-0.6301147
10.2095,-0.6411694
10.151559999999998,-0.6522238
10.176340000000001,-0.6356418
10.143180000000001,-0.6688055
10.143180000000001,-0.6577509
10.168050000000001,-0.6135322
10.267520000000001,-0.6688054
10.26761,-0.646696
10.317359999999999,-0.6024774
10.309140000000001,-0.6466959
10.209660000000001,-0.6024773
10.010560000000002,-0.5914226
9.894619999999998,-0.5914226
9.811670000000001,-0.5858952
9.695670000000002,-0.6301137
9.621189999999999,-0.5914225
9.596339999999998,-0.6411684
9.579769999999998,-0.6245863
9.621189999999999,-0.635641
9.687380000000001,-0.619059
9.62939,-0.5748405
9.6211,-0.635641
9.563120000000001,-0.619059
9.637670000000002,-0.6301137
9.51341,-0.6024771
9.52998,-0.6024771
9.55483,-0.6466957
9.505130000000001,-0.5969498
9.44715,-0.6466957
9.46371,-0.6688049
9.44715,-0.6024771
9.472079999999998,-0.6135318
9.53835,-0.6466957
9.712240000000001,-0.6466957
9.712240000000001,-0.5693132
9.74538,-0.5693132
9.786810000000001,-0.5803679
9.86976,-0.5361493
9.86139,-0.6080045
9.74538,-0.5361493
9.670810000000001,-0.5858952
9.60454,-0.5637859
9.563120000000001,-0.5637859
9.455430000000002,-0.5693132
9.40573,-0.619059
9.306429999999999,-0.5748405
9.438949999999998,-0.5582587
9.64596,-0.5250947
9.878049999999998,-0.5803679
10.04371,-0.5306221
10.052079999999998,-0.5803679
10.242650000000001,-0.5803679
10.383679999999998,-0.5693132
10.47479,-0.5306221
10.516250000000001,-0.5693132
10.5496,-0.5361493
10.607569999999999,-0.5969498
10.665619999999999,-0.5416766
10.61595,-0.5416766
10.51635,-0.5195674
10.524550000000001,-0.5361493
10.54113,-0.5361493
10.458210000000001,-0.5140401
10.441630000000002,-0.5195674
10.375290000000001,-0.619059
10.35871,-0.5140401
10.275810000000002,-0.5803679
10.168129999999998,-0.5858952
10.151549999999999,-0.5582587
10.317629999999998,-0.547204
10.491380000000001,-0.5527313
10.657240000000002,-0.5693132
10.77335,-0.5306221
10.74876,-0.5693132
10.70729,-0.5803679
10.66553,-0.6080045
10.65752,-0.5693132
10.790329999999999,-0.5361493
10.898169999999999,-0.547204
10.97293,-0.5858952
11.03931,-0.5250947
11.08079,-0.5029855
11.130499999999998,-0.5085128
11.147089999999999,-0.4919309
11.0559,-0.5029855
10.93974,-0.5306221
10.87337,-0.5803679
10.88996,-0.4698216
10.84848,-0.5195674
10.75723,-0.5250947
10.66599,-0.5085128
10.66599,-0.4919309
10.77382,-0.5140401
10.86508,-0.458767
10.93145,-0.5250947
10.93974,-0.4808762
10.94804,-0.4919309
10.83189,-0.5306221
10.72406,-0.547204
10.64941,-0.5306221
10.74065,-0.5029855
10.88167,-0.4864036
10.94804,-0.4808762
10.94804,-0.4477124
10.889879999999998,-0.4698216
10.8153,-0.6080045
10.75723,-0.4698216
10.75723,-0.547204
10.68258,-0.4919309
10.59964,-0.5029855
10.525,-0.4532396
10.45037,-0.4698216
10.408829999999998,-0.5306221
10.25967,-0.458767
10.13532,-0.4477124
10.09388,-0.4974582
10.01099,-0.5361493
9.994329999999998,-0.5361493
10.193269999999998,-0.5637859
10.350789999999998,-0.5416766
10.475169999999999,-0.4974582
10.50824,-0.547204
10.500039999999998,-0.5250947
10.39216,-0.547204
10.1766,-0.5527313
10.060550000000001,-0.5637859
10.05226,-0.6245863
10.09371,-0.6135318
10.16831,-0.6135318
10.3507,-0.6522229
10.4502,-0.6024771
10.342410000000001,-0.6577502
10.251129999999998,-0.6080045
10.209679999999999,-0.5803679
9.903080000000001,-0.6964415
9.68757,-0.6577502
9.46389,-0.6909142
9.28161,-0.7959332
9.09943,-0.7461874
8.98352,-0.6688054
9.01664,-0.7185512
9.19881,-0.7793523
9.198820000000001,-0.829099
9.20702,-0.8898996
9.24015,-0.8677912
9.198670000000002,-0.9838651
9.08276,-0.8954288
8.96671,-1.055722
8.900350000000001,-1.177324
8.834220000000002,-1.321035
8.776139999999998,-1.431583
8.767719999999999,-1.398419
8.86698,-1.48133
8.966170000000002,-1.536604
9.09028,-1.702425
9.01577,-1.719007
8.97432,-1.685843
8.94113,-1.857191
8.907950000000001,-1.879301
8.98237,-1.868246
8.957469999999999,-1.8185
8.965670000000001,-1.746644
8.91601,-1.685843
8.81683,-1.69137
8.7589,-1.641624
8.71752,-1.647151
8.71751,-1.597405
8.72579,-1.542131
8.800270000000001,-1.66926
8.78372,-1.73006
8.81682,-1.73006
8.783710000000001,-1.696895
8.76702,-1.840606
8.750399999999999,-2.067226
8.692249999999998,-2.244101
8.634189999999998,-2.177772
8.53477,-2.520467
8.394070000000001,-2.592322
8.18709,-2.57574
7.9389,-2.802359
7.781769999999998,-2.664176
7.575180000000001,-2.697338
7.492420000000001,-2.597847
7.3106300000000015,-2.75261
7.442720000000001,-2.818938
7.608000000000002,-3.001339
7.773179999999998,-3.06214
7.8145099999999985,-2.979229
7.8475,-3.056612
7.87223,-3.045556
7.855699999999999,-2.979228
7.806099999999999,-2.935008
7.77304,-2.929481
7.7813,-3.045554
7.73171,-3.001335
7.67385,-3.189263
7.6572,-3.266646
7.599349999999999,-3.321918
7.566240000000002,-3.432464
7.615699999999999,-3.664611
7.607380000000001,-3.493263
7.5741900000000015,-3.631446
7.5824,-3.614863
7.55735,-3.764101
7.57396,-3.869119
7.557319999999999,-3.985193
7.48283,-3.974138
7.441410000000001,-4.222867
7.358790000000001,-4.173121
7.35848,-4.471596
7.366760000000001,-4.383159
7.275839999999999,-4.283668
7.267390000000001,-4.615306
7.225980000000002,-4.377632
7.093840000000002,-4.515815
7.052439999999999,-4.537924
6.93679,-4.924836
6.763369999999998,-4.825345
6.779779999999999,-4.808762
6.738449999999997,-4.825345
6.8374500000000005,-5.190147
6.845649999999999,-4.847453
6.705280000000002,-4.908254
6.507149999999999,-5.156983
6.350260000000002,-5.195674
6.32546,-5.223311
6.350210000000001,-5.355966
6.226319999999998,-5.300693
6.201520000000002,-5.466513
