izolacija_prijelazno.dat created from last.dat
TIMESTAMP,T11,T21,DT1temp,DT2temp,HF1,HF2
2021-12-26 17:02:00.38,21.77681,24.89989,21.81792,24.84274,-2.707826,-0.5405873656272888
2021-12-26 17:03:00.39,21.77681,25.16181,21.81792,25.0883,-2.542041,-0.5566172003746033
2021-12-26 17:04:00.38,21.77681,25.28456,21.82613,25.23562,-2.77414,-0.5394423604011536
2021-12-26 17:05:00.38,21.77681,25.35002,21.82613,25.30108,-2.597303,-0.5327829718589783
2021-12-26 17:06:00.38,21.77681,25.36639,21.82613,25.33381,-2.542041,-0.5544806718826294
2021-12-26 17:07:00.39,21.79322,25.33366,21.82613,25.31745,-2.624934,-0.5686693787574768
2021-12-26 17:08:00.39,21.79322,25.28456,21.82613,25.28472,-2.508884,-0.5462150573730469
2021-12-26 17:09:00.38,21.79322,25.23546,21.82613,25.2438,-2.519936,-0.5634351968765259
2021-12-26 17:10:00.39,21.80143,25.21091,21.84254,25.21925,-2.425991,-0.5700992941856384
2021-12-26 17:11:00.39,21.80964,25.18636,21.84254,25.18651,-2.470201,-0.5661439895629883
2021-12-26 17:12:00.38,21.80964,25.15362,21.84254,25.16196,-2.32652,-0.5617814064025879
2021-12-26 17:13:00.43,21.79071,25.09383,21.82362,25.10217,-2.287837,-0.5625892877578735
2021-12-26 17:14:00.38,21.79892,25.07746,21.83183,25.07761,-2.337573,-0.5589858889579773
2021-12-26 17:15:00.38,21.79892,25.0611,21.83183,25.06943,-2.32652,-0.563202440738678
2021-12-26 17:16:00.38,21.80713,25.05291,21.84824,25.06124,-2.287837,-0.5662534832954407
2021-12-26 17:17:00.38,21.81534,25.03654,21.86466,25.04488,-2.199418,-0.5496909022331238
2021-12-26 17:18:00.38,21.82355,25.02017,21.86466,25.02032,-2.204944,-0.552753746509552
2021-12-26 17:19:00.39,21.82355,25.01199,21.85645,25.01214,-2.249154,-0.5734387040138245
2021-12-26 17:20:00.39,21.82355,25.01199,21.85645,25.01214,-2.149683,-0.5674818754196167
2021-12-26 17:21:00.39,21.82355,24.99561,21.85645,24.99576,-2.21047,-0.554344892501831
2021-12-26 17:22:00.4,21.82355,24.99561,21.85645,24.99576,-2.166261,-0.5684547424316406
2021-12-26 17:23:00.38,21.83175,24.98743,21.86466,24.98758,-2.265732,-0.5687585473060608
2021-12-26 17:24:00.38,21.83175,24.97924,21.86466,24.97939,-2.166261,-0.5470547676086426
2021-12-26 17:25:00.38,21.83175,25.06928,21.86466,25.06125,-2.088895,-0.5455687046051025
2021-12-26 17:26:00.39,21.83996,25.55207,21.87287,25.48678,-2.055737,-0.5647057890892029
2021-12-26 17:27:00.38,21.84817,25.87109,21.88107,25.80583,-2.061264,-0.5556197166442871
2021-12-26 17:28:00.39,21.84817,25.99377,21.88107,25.92034,-2.110999,-0.5703474879264832
2021-12-26 17:29:00.38,21.83175,26.01013,21.86466,25.96124,-2.050211,-0.5677579641342163
2021-12-26 17:30:00.4,21.83996,25.96106,21.87287,25.94487,-2.088895,-0.5370708703994751
2021-12-26 17:31:00.38,21.83175,25.9038,21.87287,25.90398,-2.144156,-0.5693408250808716
2021-12-26 17:32:00.39,21.84817,25.85473,21.88928,25.8549,-2.017054,-0.5638710856437683
2021-12-26 17:33:00.39,21.84817,25.7893,21.89749,25.79765,-2.044685,-0.5482444167137146
