mursko_sredisce.dat created from ../raw/last.dat
TIMESTAMP,T11,T21,DT1temp,DT2temp,HF1,HF2
2021-10-07 00:00:00.5,17.72217,11.03387,17.69742,11.13328,2.265515,3.906398296356201
2021-10-07 00:01:00.47,17.71393,11.05046,17.68918,11.14987,2.30972,3.776214599609375
2021-10-07 00:02:00.47,17.72217,11.08365,17.68094,11.16646,2.298669,3.894775629043579
2021-10-07 00:03:00.47,17.71393,11.07535,17.6727,11.16646,2.27104,4.050739288330078
2021-10-07 00:04:00.47,17.71393,11.06706,17.68918,11.15817,2.331822,3.941473960876465
2021-10-07 00:05:00.47,17.71393,11.08365,17.68094,11.15817,2.282092,3.924774885177612
2021-10-07 00:06:00.49,17.71393,11.08365,17.68918,11.17476,2.287617,4.027400016784668
2021-10-07 00:07:00.47,17.71393,11.04217,17.68094,11.15817,2.243412,4.185351848602295
2021-10-07 00:08:00.47,17.71393,11.05046,17.68094,11.16646,2.232361,4.0477824211120605
2021-10-07 00:09:00.47,17.68679,11.02314,17.66205,11.13085,2.331822,4.076705455780029
2021-10-07 00:10:00.47,17.67855,10.99825,17.64557,11.13915,2.254463,4.019769191741943
2021-10-07 00:11:00.47,17.67031,11.03974,17.64557,11.13915,2.337348,4.1244306564331055
2021-10-07 00:12:00.47,17.67031,11.02314,17.64557,11.15574,2.30972,4.008980751037598
2021-10-07 00:13:00.47,17.67031,10.98996,17.64557,11.13915,2.331822,3.938228130340576
2021-10-07 00:14:00.47,17.67031,10.98166,17.64557,11.11426,2.276566,3.96046781539917
2021-10-07 00:15:00.47,17.67031,10.98166,17.64557,11.12256,2.293143,3.972302913665772
2021-10-07 00:16:00.47,17.67031,10.98166,17.64557,11.12256,2.287617,4.01746129989624
2021-10-07 00:17:00.47,17.67031,10.97336,17.63733,11.11426,2.30972,4.130655288696289
2021-10-07 00:18:00.47,17.67031,10.97336,17.64557,11.11426,2.243412,4.00917911529541
2021-10-07 00:19:00.46,17.67031,10.94847,17.63733,11.12256,2.287617,4.06818151473999
2021-10-07 00:20:00.47,17.67031,10.94017,17.63733,11.10596,2.282092,4.074755668640137
2021-10-07 00:21:00.47,17.67855,10.91528,17.64557,11.08937,2.298669,4.060420513153076
2021-10-07 00:22:00.47,17.67031,10.94847,17.63733,11.08937,2.243412,4.159235000610352
2021-10-07 00:23:00.47,17.67031,10.92358,17.63733,11.08937,2.287617,4.030521392822266
2021-10-07 00:24:00.49,17.67031,10.92358,17.62909,11.08108,2.30972,4.224782466888428
2021-10-07 00:25:00.47,17.67031,10.92358,17.64557,11.08108,2.243412,4.037229537963867
2021-10-07 00:26:00.47,17.64544,10.92342,17.61245,11.05603,2.27104,4.021778106689453
2021-10-07 00:27:00.47,17.64544,10.92342,17.61245,11.05603,2.243412,3.943893432617188
2021-10-07 00:28:00.47,17.64544,10.92342,17.62069,11.05603,2.320771,4.024617671966553
2021-10-07 00:29:00.47,17.64544,10.89023,17.60421,11.05603,2.342874,4.211925029754639
2021-10-07 00:30:00.49,17.64544,10.90682,17.60421,11.05603,2.326297,4.136235237121582
2021-10-07 00:31:00.48,17.64544,10.88193,17.60421,11.04773,2.348399,4.105877876281738
2021-10-07 00:32:00.47,17.64544,10.86533,17.60421,11.03114,2.259989,4.188060283660889
2021-10-07 00:33:00.48,17.64544,10.86533,17.60421,11.01454,2.30972,3.9450347423553462
2021-10-07 00:34:00.47,17.6372,10.84874,17.60421,10.99795,2.39813,4.090753078460693
2021-10-07 00:35:00.52,17.64544,10.84044,17.60421,11.00625,2.22131,4.136984348297119
2021-10-07 00:36:00.47,17.62896,10.83214,17.59597,10.99795,2.199207,4.167441368103027
2021-10-07 00:37:00.47,17.62896,10.82384,17.59597,10.99795,2.265515,4.105377674102783
2021-10-07 00:38:00.47,17.62896,10.84044,17.60421,10.98965,2.304194,4.050771236419678
2021-10-07 00:39:00.47,17.62071,10.81554,17.58772,10.98135,2.22131,4.096675872802734
2021-10-07 00:40:00.47,17.62071,10.79895,17.58772,10.97306,2.282092,4.002687931060791
2021-10-07 00:41:00.47,17.62071,10.78235,17.59596,10.98965,2.27104,4.072710037231445
2021-10-07 00:42:00.48,17.62896,10.78235,17.60421,10.98135,2.254463,4.08642578125
2021-10-07 00:43:00.47,17.61247,10.74915,17.58772,10.98135,2.293143,4.133055686950684
2021-10-07 00:44:00.47,17.5876,10.7407,17.56285,10.97291,2.298669,4.084822654724121
2021-10-07 00:45:00.47,17.5876,10.6909,17.56285,10.95631,2.232361,4.050286293029785
2021-10-07 00:46:00.47,17.5876,10.6992,17.56285,10.96461,2.287617,4.030186653137207
2021-10-07 00:47:00.47,17.5876,10.6909,17.56285,10.95631,2.232361,4.16610050201416
2021-10-07 00:48:00.47,17.5876,10.6909,17.56285,10.9729,2.298669,3.993751525878906
2021-10-07 00:49:00.47,17.5876,10.6577,17.56285,10.95631,2.149476,4.057055950164795
2021-10-07 00:50:00.47,17.59584,10.6826,17.56285,10.94801,2.160527,3.9926795959472656
2021-10-07 00:51:00.47,17.5876,10.7241,17.56285,10.95631,2.265515,4.109269142150879
