kotoriba.dat created from ../raw/last.dat
TIMESTAMP,T11,T21,DT1temp,DT2temp,HF1,HF2
2021-11-05 12:02:00.07,11.48244,10.42899,11.44085,9.108228,0.9556615,4.954098224639893
2021-11-05 12:03:00.07,11.49073,10.57007,11.44914,9.149789,1.010902,5.122814178466797
2021-11-05 12:04:00.11,11.49073,10.61986,11.44914,9.166411,1.016426,4.5133056640625
2021-11-05 12:05:00.11,11.49902,10.73603,11.44914,9.232903,1.016425,5.233159065246582
2021-11-05 12:06:00.11,11.49902,10.78581,11.44914,9.266145,0.9998533,5.298121929168701
2021-11-05 12:07:00.11,11.48244,10.71943,11.43256,9.249524,0.994329,4.968590259552002
2021-11-05 12:08:00.11,11.45757,10.86876,11.40769,9.299384,1.005377,4.974695205688477
2021-11-05 12:09:00.11,11.49073,10.96831,11.44085,9.390797,1.005377,4.974819660186768
2021-11-05 12:10:00.14,11.45757,11.00978,11.41598,9.424029,1.049569,5.123527526855469
2021-11-05 12:11:00.12,11.47415,10.83558,11.42427,9.40741,1.093761,4.886788368225098
2021-11-05 12:12:00.11,11.49073,10.86047,11.44085,9.457268,1.038521,5.048570156097412
2021-11-05 12:13:00.11,11.48244,10.78581,11.43256,9.457267,1.021948,5.167707443237305
2021-11-05 12:14:00.11,11.45757,10.64475,11.40769,9.407408,0.9998521,5.133141994476318
2021-11-05 12:15:00.11,11.45757,10.72773,11.40769,9.440646,1.03852,5.457200050354004
2021-11-05 12:16:00.11,11.45757,10.69454,11.40769,9.457262,1.016424,5.366542816162109
2021-11-05 12:17:00.11,11.48244,10.72773,11.43256,9.490501,1.143477,5.4475202560424805
2021-11-05 12:18:00.1,11.48244,10.56178,11.43256,9.490501,1.044044,5.473202705383301
2021-11-05 12:19:00.11,11.48244,10.32109,11.43256,9.432338,1.09376,5.635549545288086
2021-11-05 12:20:00.11,11.45757,10.11355,11.40769,9.35755,1.060616,5.454659938812256
2021-11-05 12:21:00.12,11.45757,9.972396,11.40769,9.299381,1.071664,5.568689346313477
2021-11-05 12:22:00.11,11.46586,9.856134,11.41598,9.241207,1.077188,5.588045120239258
2021-11-05 12:23:00.1,11.46586,9.714941,11.41598,9.158097,1.09376,5.564842224121094
2021-11-05 12:24:00.11,11.46586,9.714943,11.41598,9.141477,1.082711,5.664134502410889
2021-11-05 12:25:00.11,11.45757,9.681717,11.40769,9.116541,1.049567,5.828418254852295
2021-11-05 12:26:00.12,11.45757,9.648493,11.40769,9.074983,1.104806,5.62498140335083
2021-11-05 12:27:00.11,11.45757,9.681719,11.40769,9.091608,1.171094,5.899455547332764
2021-11-05 12:28:00.11,11.45757,9.731561,11.40769,9.091612,1.121377,5.781296253204346
2021-11-05 12:29:00.11,11.45757,9.773089,11.40769,9.083301,1.110329,6.362571239471436
2021-11-05 12:30:00.12,11.44928,9.897668,11.3994,9.10824,1.060612,6.376057624816895
2021-11-05 12:31:00.11,11.44928,9.905972,11.3994,9.141487,1.021944,6.120118618011475
2021-11-05 12:32:00.12,11.45757,9.864451,11.40769,9.141489,1.055087,6.083765983581543
2021-11-05 12:33:00.1,11.45757,9.881061,11.40769,9.124866,1.137947,5.904778480529785
2021-11-05 12:34:00.11,11.45757,9.939192,11.3994,9.158113,1.137947,6.006034851074219
2021-11-05 12:35:00.12,11.46586,9.889366,11.41598,9.133179,1.160043,6.345894813537598
2021-11-05 12:36:00.11,11.45757,9.822928,11.40769,9.099934,1.137946,6.358008861541748
2021-11-05 12:37:00.11,11.45757,9.831234,11.40769,9.09162,1.126898,6.137264728546143
2021-11-05 12:38:00.11,11.45757,9.714955,11.39111,9.074997,1.160042,6.182549953460693
2021-11-05 12:39:00.11,11.45757,9.690036,11.40769,9.066685,1.14347,6.100286483764648
2021-11-05 12:40:00.11,11.45757,9.598662,11.3994,9.025123,1.187662,6.423609733581543
2021-11-05 12:41:00.11,11.44928,9.565433,11.3994,9.008497,1.126897,6.127162933349609
2021-11-05 12:42:00.11,11.45757,9.582049,11.40769,9.008499,1.148993,6.010242938995361
2021-11-05 12:43:00.11,11.45757,9.648505,11.40769,9.016811,1.176613,6.3290791511535645
2021-11-05 12:44:00.12,11.44928,9.623587,11.39111,9.025126,1.209756,5.956270694732666
2021-11-05 12:45:00.11,11.44928,9.598665,11.3994,9.025126,1.115848,6.048339366912842
2021-11-05 12:46:00.11,11.44928,9.482358,11.3994,9.008502,1.182135,6.161717414855957
2021-11-05 12:47:00.11,11.45757,9.41589,11.3994,8.983564,1.132419,6.356884479522705
2021-11-05 12:48:00.11,11.44928,9.307869,11.39111,8.933685,1.143467,6.059224605560303
2021-11-05 12:49:00.1,11.44928,9.233077,11.39111,8.900431,1.082703,6.036355972290039
2021-11-05 12:50:00.11,11.44099,9.183214,11.39111,8.875492,1.198706,6.013247013092041
2021-11-05 12:51:00.11,11.44929,9.199837,11.39112,8.86718,1.204229,6.249796390533447
2021-11-05 12:52:00.11,11.441,9.19984,11.39111,8.850554,1.204228,6.01374101638794
2021-11-05 12:53:00.11,11.441,9.166599,11.38282,8.825615,1.171083,6.243331909179688
2021-11-05 12:54:00.11,11.44929,9.11673,11.39112,8.808985,1.237371,5.922494888305664
2021-11-05 12:55:00.11,11.44929,9.083486,11.39112,8.800673,1.176606,5.755777359008789
2021-11-05 12:56:00.11,11.44929,9.033613,11.38283,8.77573,1.187654,6.090231418609619
2021-11-05 12:57:00.11,11.44929,9.050241,11.38283,8.767419,1.176605,6.296370506286621
2021-11-05 12:58:00.11,11.43271,9.116736,11.38283,8.775734,1.110317,5.942697048187256
2021-11-05 12:59:00.11,11.441,9.13336,11.39112,8.775734,1.160033,6.146461009979248
2021-11-05 13:00:00.11,11.42442,9.149982,11.37454,8.784048,1.248416,5.923279285430908
2021-11-05 13:01:00.11,11.44929,9.149981,11.39112,8.784047,2.275875,6.071967601776123
2021-11-05 13:02:00.11,11.54048,9.174915,11.44915,8.784047,3.071326,6.133536338806152
2021-11-05 13:03:00.09,11.63995,9.24971,11.49889,8.800674,3.347527,6.62606954574585
2021-11-05 15:01:32.82,20.37859,13.09754,20.68259,12.9981,15.43524,6.812620162963867
2021-11-05 15:02:03.68,20.38459,13.02909,20.67216,12.92137,15.65069,7.373107433319092
2021-11-05 14:03:00.11,20.41527,12.91101,20.70284,12.81983,15.12033,14.072230339050291
2021-11-05 14:04:00.11,20.44373,12.91486,20.71487,12.79056,15.24739,14.35165309906006
2021-11-05 14:05:00.15,20.43333,12.85472,20.71268,12.73042,16.42406,13.936918258666992
2021-11-05 14:06:00.11,20.43941,12.86912,20.77625,12.80277,15.83295,14.342108726501465
2021-11-05 14:07:00.1,20.45967,12.86471,20.81293,12.81492,15.89921,15.12665557861328
2021-11-05 14:08:00.11,20.44106,12.85424,20.80255,12.82101,15.46279,14.499849319458008
2021-11-05 14:09:00.11,20.46133,12.85812,20.84744,12.84145,15.50142,14.96177864074707
2021-11-05 14:10:00.16,20.45917,12.83939,20.8535,12.82271,15.59534,14.355424880981444
2021-11-05 14:11:00.13,20.46525,12.88693,20.88421,12.86198,15.60634,14.514032363891602
2021-11-05 14:12:00.13,20.47131,12.85993,20.88206,12.8267,16.22507,14.401568412780762
2021-11-05 14:13:00.13,20.48336,12.83898,20.88589,12.78919,15.68915,14.483172416687012
2021-11-05 14:14:00.14,20.51412,12.82031,20.92486,12.76224,16.98737,14.878840446472168
2021-11-05 14:15:00.13,20.50374,12.8016,20.9309,12.73525,15.89902,14.334151268005373
2021-11-05 14:16:00.14,20.54875,12.79728,20.99232,12.73093,16.08132,15.365395545959473
2021-11-05 14:17:00.13,20.54659,12.79513,20.99836,12.72878,16.07021,14.525138854980469
2021-11-05 14:18:00.13,20.57737,12.75992,20.99629,12.65216,16.69998,14.902366638183594
2021-11-05 14:19:00.17,20.56699,12.76611,21.05167,12.69148,17.20263,14.700467109680176
2021-11-05 14:20:00.13,20.62242,12.73912,21.07417,12.67277,16.75516,15.18454647064209
2021-11-05 14:21:00.13,20.6614,12.76189,21.11313,12.69553,16.80481,15.721969604492188
2021-11-05 14:22:00.14,20.65928,12.72663,21.14386,12.66027,16.59488,15.122082710266112
2021-11-05 14:23:00.11,20.7147,12.71629,21.19925,12.64993,17.13619,15.216282844543455
2021-11-05 14:24:00.1,20.72901,12.71416,21.24639,12.63124,17.98693,15.228797912597656
2021-11-05 14:25:00.11,20.78443,12.72038,21.30178,12.65402,18.38459,15.418766975402832
2021-11-05 14:26:00.1,20.79053,12.66857,21.34892,12.57737,18.05866,16.22530174255371
2021-11-05 14:27:00.11,20.85417,12.64169,21.42074,12.55048,18.32375,16.43758201599121
2021-11-05 14:28:00.15,20.87072,12.62528,21.4619,12.53407,18.94238,16.349637985229492
2021-11-05 14:29:00.12,20.9261,12.63145,21.48443,12.54024,18.6938,16.37088394165039
2021-11-05 14:30:00.12,20.94048,12.66253,21.51521,12.57133,18.35123,16.68341064453125
2021-11-05 14:31:00.1,20.94659,12.64385,21.48028,12.51952,18.48381,16.597429275512695
2021-11-05 14:32:00.11,20.93851,12.62746,21.48041,12.51969,18.73785,16.28569984436035
2021-11-05 14:33:00.11,20.93643,12.59223,21.46191,12.41821,18.01972,16.249671936035156
2021-11-05 14:34:00.11,20.96128,12.59248,21.49496,12.45158,18.77094,16.429536819458008
2021-11-05 14:35:00.11,20.95919,12.56553,21.51749,12.40806,18.94218,16.146488189697266
2021-11-05 14:36:00.11,20.97576,12.54087,21.59151,12.35855,18.7985,16.40866470336914
2021-11-05 14:37:00.11,20.95726,12.5719,21.58943,12.39787,19.25147,16.69809341430664
2021-11-05 14:38:00.11,20.97989,12.58646,21.61204,12.42071,18.6051,16.592378616333008
2021-11-05 14:39:00.16,21.01291,12.47069,21.67786,12.28008,19.62153,16.77229118347168
2021-11-05 14:40:00.1,21.0377,12.45432,21.69444,12.3134,19.99711,16.28943634033203
2021-11-05 14:41:00.12,21.05206,12.42739,21.70058,12.26162,19.4668,16.927499771118164
2021-11-05 14:42:00.14,21.10148,12.38617,21.76639,12.25352,20.14622,17.322254180908203
2021-11-05 14:43:00.11,21.13235,12.44215,21.78083,12.30123,19.89763,16.696510314941406
2021-11-05 14:44:00.11,21.16537,12.40094,21.82203,12.26001,20.67096,17.12543296813965
2021-11-05 14:45:00.11,21.18198,12.42598,21.87966,12.28505,20.35056,16.962684631347656
2021-11-05 14:46:00.11,21.21275,12.44047,21.92681,12.30783,20.06327,17.15671730041504
2021-11-05 14:47:00.1,21.23758,12.47379,21.9106,12.33288,21.22884,17.30870246887207
2021-11-05 14:48:00.11,21.25418,12.42431,21.97643,12.2751,20.33391,17.11284828186035
2021-11-05 14:49:00.1,21.26035,12.43881,21.99079,12.31446,20.82003,17.67751121520996
2021-11-05 14:50:00.11,21.30979,12.43901,22.0402,12.34779,20.69294,17.567516326904297
2021-11-05 14:51:00.11,21.31,12.46407,22.024,12.35628,21.59888,17.588191986083984
2021-11-05 14:52:00.11,21.33483,12.43944,22.04881,12.33165,21.34475,17.460906982421875
2021-11-05 14:53:00.11,21.35146,12.4645,22.04902,12.37327,21.89715,18.21680450439453
2021-11-05 14:54:00.11,21.35986,12.41502,22.03281,12.37349,21.85845,17.822309494018555
2021-11-05 14:55:00.11,21.35783,12.40469,22.04719,12.35487,21.09061,18.3409423828125
2021-11-05 14:56:00.11,21.35805,12.42148,22.07201,12.33025,20.98564,18.218048095703125
2021-11-05 14:57:00.11,21.3993,12.41342,22.10503,12.31391,21.28391,17.736413955688477
2021-11-05 14:58:00.11,21.39952,12.43021,22.12987,12.31413,20.86962,17.65361213684082
2021-11-05 14:59:00.11,21.41616,12.447,22.12189,12.33093,20.68178,17.996273040771484
2021-11-05 15:00:00.12,21.43281,12.46379,22.16313,12.30631,21.15132,17.561786651611328
2021-11-05 15:01:00.15,21.4084,12.45574,22.10593,12.29826,21.07949,17.827163696289062
2021-11-05 15:02:00.11,21.43337,12.48094,22.16369,12.29861,21.57665,17.7833251953125
2021-11-05 15:03:00.11,21.45823,12.46462,22.13932,12.27401,21.01319,17.76236915588379
2021-11-05 15:04:00.11,21.45847,12.47314,22.13136,12.28253,20.97452,18.188692092895508
2021-11-05 15:05:00.11,21.45037,12.47326,22.16428,12.28265,20.78669,17.639501571655273
2021-11-05 15:06:00.11,21.45883,12.47351,22.15632,12.27461,20.93031,17.785634994506836
2021-11-05 15:07:00.11,21.46727,12.47376,22.14016,12.27487,21.1402,17.533287048339844
2021-11-05 15:08:00.11,21.46977,12.47628,22.15906,12.3188,21.21753,17.64634895324707
2021-11-05 15:09:00.12,21.4618,12.48481,22.15929,12.32734,21.0076,18.13231658935547
2021-11-05 15:10:00.1,21.47027,12.50163,22.17595,12.31931,21.04626,17.920284271240234
2021-11-05 15:11:00.11,21.47051,12.5019,22.1598,12.32786,21.22299,18.115034103393555
2021-11-05 15:12:00.1,21.51181,12.49388,22.20107,12.30327,21.18985,17.967769622802734
2021-11-05 15:13:00.11,21.4873,12.46917,22.16017,12.29513,21.01304,18.15045547485352
2021-11-05 15:14:00.1,21.48982,12.46343,22.17909,12.24797,21.20637,18.14117813110352
2021-11-05 15:15:00.15,21.48186,12.44715,22.17933,12.28138,21.76422,17.94207763671875
2021-11-05 15:16:00.1,21.51495,12.41428,22.2042,12.26507,21.15107,17.898155212402344
2021-11-05 15:17:00.1,21.49045,12.3896,22.16331,12.24039,21.62604,18.518573760986328
2021-11-05 15:18:00.11,21.49297,12.4087,22.13302,12.2098,21.35537,17.87074089050293
2021-11-05 15:19:00.11,21.49322,12.38415,22.14146,12.21838,21.81927,17.954078674316406
2021-11-05 15:20:00.11,21.51811,12.34302,22.15814,12.18552,20.45488,18.31926155090332
2021-11-05 15:21:00.11,21.51242,12.33732,22.18526,12.17982,21.03476,18.57404899597168
2021-11-05 15:22:00.16,21.48793,12.31261,22.20179,12.13854,21.10105,17.808652877807617
2021-11-05 15:23:00.11,21.5046,12.3295,22.17744,12.14715,20.95177,17.940414428710938
2021-11-05 15:24:00.11,21.53176,12.3569,22.23739,12.16627,21.07329,18.35130882263184
2021-11-05 15:25:00.11,21.50725,12.3488,22.18829,12.18302,20.71963,18.61928367614746
2021-11-05 15:26:00.11,21.51572,12.35741,22.19675,12.16679,21.10614,18.32280731201172
2021-11-05 15:27:00.11,21.53468,12.37654,22.19109,12.1445,21.13928,18.38250160217285
2021-11-05 15:28:00.11,21.52659,12.36016,22.15019,12.1364,21.00657,18.429828643798828
2021-11-05 15:29:00.11,21.52914,12.35445,22.18554,12.16383,20.61991,18.70133781433105
2021-11-05 15:30:00.12,21.52121,12.35479,22.17761,12.15589,21.75211,18.756690979003903
2021-11-05 15:31:00.11,21.48853,12.31353,22.12855,12.14775,21.09479,18.422101974487305
2021-11-05 15:32:00.12,21.51567,12.31615,22.22129,12.15865,20.76323,19.095876693725582
2021-11-05 15:33:00.11,21.51823,12.32701,22.20744,12.1281,20.85713,18.67613220214844
2021-11-05 15:34:00.11,21.50195,12.31064,22.19936,12.10344,21.14421,18.59994506835937
